author_label_id,raw_author_label,canonical_author_key,author_group_id,representative_author_label,resolution_status,sonnet_universe_count,new_candidate_count,v6_presence,protected_v6_presence
author_label:e3b0c44298fc1c14,,,,,generic_author_work_grouped,527,527,false,false
author_label:395ad4305cc21194,Abate di Tivoli,abate tivoli,author:52aebd97d55c202c,Abate di Tivoli,deterministic_resolved_author,3,0,true,true
author_label:039eeea89d4ed3d1,Acasto Lampeatico,acasto lampeatico,author:0d6b5047ad9531f4,Acasto Lampeatico,deterministic_resolved_author,23,23,false,false
author_label:4b040f1f554b8843,Aci Delpusiano,aci delpusiano,author:e5e0cc41849bfac5,Aci Delpusiano,deterministic_resolved_author,34,33,false,false
author_label:4cf0fc5724f6372d,Adalsio Metoneo,adalsio metoneo,author:452a90b79483e594,Adalsio Metoneo,deterministic_resolved_author,50,50,false,false
author_label:fc84cc507e32c642,Adelindo Gerenio,adelindo gerenio,author:c408c4066206116a,Adelindo Gerenio,deterministic_resolved_author,4,4,false,false
author_label:7d8840312c98ef9b,Agero Nonacride,agero nonacride,author:f89e9592930e3a94,Agero Nonacride,deterministic_resolved_author,8,8,false,false
author_label:6db0379d7858101f,Agesilo Brentico,agesilo brentico,author:0e4b5ce071c1ffaa,Agesilo Brentico,deterministic_resolved_author,21,21,false,false
author_label:74803d477b987ff7,Aglauro Cidonia,aglauro cidonia,author:674747852298d6b8,Aglauro Cidonia,deterministic_resolved_author,30,30,false,false
author_label:56f71df03877ef69,"Alamanni, Luigi",alamanni luigi,author:a704f39d47f7a21b,Luigi Alamanni,deterministic_resolved_author_alias,219,219,false,false
author_label:066d0850f3afb496,Alarco Erinnidio,alarco erinnidio,author:2bf3ec2f09588afb,Alarco Erinnidio,deterministic_resolved_author,26,26,false,false
author_label:790296ee32d0d693,Alasto Liconeo,alasto liconeo,author:4b309150b1197ad0,Alasto Liconeo,deterministic_resolved_author,3,3,false,false
author_label:294cfce15808063a,"Alberti, Francesco d'Altobianco",alberti altobianco francesco,author:49e0ad9093be0f00,"Alberti, Francesco d'Altobianco",deterministic_resolved_author,72,72,false,false
author_label:9e24e09381c899cd,"Alberti, Leon Battista",alberti battista leon,author:1bd6f5a28f5458a9,"Alberti, Leon Battista",deterministic_resolved_author,4,4,false,false
author_label:85c0b58ce3b21ec1,"Alessandri, Baldassarre Olimpo degli",alessandri baldassarre olimpo,author:fcbfc21e5bd27cbb,"Alessandri, Baldassarre Olimpo degli",deterministic_resolved_author,3,3,false,false
author_label:1b2f39ae7d045885,Alessandro Giribaldi,alessandro giribaldi,author:05ba805bac4b8282,Alessandro Giribaldi,deterministic_resolved_author,13,13,false,false
author_label:10a0d0b48dd8ee92,Alessandro Varaldo,alessandro varaldo,author:4d745c698bc05b87,Alessandro Varaldo,deterministic_resolved_author,13,13,false,false
author_label:1d27c194411810a5,Alessi Cillenio,alessi cillenio,author:031633d595dcd4b7,Alessi Cillenio,deterministic_resolved_author,54,54,false,false
author_label:7dde96f974c99800,Alfesibeo Cario,alfesibeo cario,author:2f33287f76012716,Alfesibeo Cario,deterministic_resolved_author,32,32,false,false
author_label:be47795135fdd8ea,"Alighieri, Dante",alighieri dante,author:fe33126fbf7fa7f5,Dante Alighieri,deterministic_resolved_author_alias,250,250,true,true
author_label:26ef6a9f83d72e10,Alindo Scirtoniano,alindo scirtoniano,author:d4928d6894867e14,Alindo Scirtoniano,deterministic_resolved_author,27,27,false,false
author_label:3b3258fbc472a350,Alisco Tortunio,alisco tortunio,author:cf1f3b790bc40c21,Alisco Tortunio,deterministic_resolved_author,18,18,false,false
author_label:f90a322c3b86523b,Almaspe Steniclerio,almaspe steniclerio,author:530b15945f18d763,Almaspe Steniclerio,deterministic_resolved_author,13,13,false,false
author_label:f9bb6f0a3da627a8,Altemio Leucianitico,altemio leucianitico,author:23bb4c2a7a6bffce,Altemio Leucianitico,deterministic_resolved_author,15,15,false,false
author_label:b838c4b6d00636df,Alterio Eleo,alterio eleo,author:60e397b79e7dd81f,Alterio Eleo,deterministic_resolved_author,32,32,false,false
author_label:68c547bf7a13a089,"Altoviti, Bernardo",altoviti bernardo,author:39dd217e78c363a1,"Altoviti, Bernardo",deterministic_resolved_author,8,8,false,false
author_label:0b8cb26eaeb36f6f,Amaranto Sciaditico,amaranto sciaditico,author:f7c687d39f3a3f1c,Amaranto Sciaditico,deterministic_resolved_author,11,11,false,false
author_label:91f30a78a79bbe94,Amiro Citeriano,amiro citeriano,author:607e0c929bf8cdee,Amiro Citeriano,deterministic_resolved_author,14,14,false,false
author_label:28d08061aef142ca,Andrea Perrucci,andrea perrucci,author:3a0baa6990ebe869,Andrea Perrucci,deterministic_resolved_author,1,1,false,false
author_label:696a41beffe5e331,Angelo Di Costanzo,angelo costanzo,author:53fd4cabdde356f0,Angelo Di Costanzo,deterministic_resolved_author_alias,1,1,false,false
author_label:d17fc25ab70195a8,Angelo Mazza,angelo mazza,author:251e0dbdfa5d6c76,Angelo Mazza,deterministic_resolved_author,3,3,false,false
author_label:3857735e530d5cc0,Angelo Poliziano,angelo poliziano,author:2a33749392271cad,Angelo Poliziano,deterministic_resolved_author_alias,4,4,false,false
author_label:4757fecf7eb0abc1,Angelo Teodoro Villa,angelo teodoro villa,author:5a1951ea0443a494,Angelo Teodoro Villa,deterministic_resolved_author,1,1,false,false
author_label:24b8f52b0de6693a,"Angiolieri, Cecco",angiolieri cecco,author:a7505432789d5a56,Cecco Angiolieri,deterministic_resolved_author_alias,3,3,true,true
author_label:1a5462c1b5246cbc,Anicio Traustio,anicio traustio,author:7ea23ea05f44d6e2,Anicio Traustio,deterministic_resolved_author,60,60,false,false
author_label:e5ebb38e3ad5546e,Anonimo,,,,generic_author_work_grouped,482,482,false,false
author_label:ae1c582437593deb,Anton Giulio Brignole Sale,anton brignole giulio sale,author:d1b682add9fac00f,Anton Giulio Brignole Sale,deterministic_resolved_author,5,5,false,false
author_label:08bd8102ecd39d4b,Anton Maria Narducci,anton maria narducci,author:4021746b79302ad9,Anton Maria Narducci,deterministic_resolved_author,1,1,false,false
author_label:06f5b4e2373eec5f,Anton Maria Salvini,anton maria salvini,author:9702cbcbffd31bd2,Anton Maria Salvini,deterministic_resolved_author,13,13,false,false
author_label:ecfa9bc80e74c54e,Antonio Abati,abati antonio,author:56e96afbc365dc31,Antonio Abati,deterministic_resolved_author,1,1,false,false
author_label:1940e0945cea6f48,Antonio Basso,antonio basso,author:e26a53647eceb461,Antonio Basso,deterministic_resolved_author,6,6,false,false
author_label:e7364da223b75131,Antonio Bruni (poeta),antonio bruni poeta,author:48859fc8a8732eeb,Antonio Bruni (poeta),deterministic_resolved_author,1,1,false,false
author_label:cfcdc20597011543,Antonio da Bacchereto,antonio bacchereto,author:56b4a3f9ba424347,Antonio da Bacchereto,deterministic_resolved_author,1,1,false,false
author_label:be99b3273c3ffb96,Antonio di Guido,antonio guido,author:e278f681661eede2,Antonio di Guido,deterministic_resolved_author,9,9,false,false
author_label:6c4ac3dd3692461b,Antonio Muscettola,antonio muscettola,author:be488ecdc73b19d1,Antonio Muscettola,deterministic_resolved_author,11,11,false,false
author_label:e18be18e04543715,Antonio Pucci,antonio pucci,author:553d633cc1529ade,Antonio Pucci,deterministic_resolved_author,1,1,false,false
author_label:4757f9217da9380d,Araste Ceraunio,araste ceraunio,author:9df41c548635ab14,Araste Ceraunio,deterministic_resolved_author,15,15,false,false
author_label:19372bb0b6841323,"Aretino, Pietro",aretino pietro,author:a99295d5c34817d6,Pietro Aretino,deterministic_resolved_author_alias,60,60,false,false
author_label:041faf6298c6f9b1,Arezio Gateatico,arezio gateatico,author:7c900fba93be4962,Arezio Gateatico,deterministic_resolved_author,16,16,false,false
author_label:f1e3bc60db8997ba,"Arienti, Giovanni Sabadino degli",arienti giovanni sabadino,author:ea8b74f86b6bbe62,"Arienti, Giovanni Sabadino degli",deterministic_resolved_author,1,1,false,false
author_label:47e8695f7bfa0ac3,"Ariosto, Ludovico",ariosto ludovico,author:506112ae4960c671,Ludovico Ariosto,deterministic_resolved_author_alias,12,12,true,true
author_label:752151a0790e118d,Aristeo Cratio,aristeo cratio,author:050d2c9dd2143ab2,Aristeo Cratio,deterministic_resolved_author,28,28,false,false
author_label:e4a72d55256d0a7a,Arpalio Abeatide,abeatide arpalio,author:cac368b03e93e71b,Arpalio Abeatide,deterministic_resolved_author,19,19,false,false
author_label:b44bd047898ffc6e,Ateste Mirsinio,ateste mirsinio,author:c41ae50f1b114f56,Ateste Mirsinio,deterministic_resolved_author,2,2,false,false
author_label:8af37ae1f8b60d74,Aulideno Melichio,aulideno melichio,author:b35399c5d413d5dc,Aulideno Melichio,deterministic_resolved_author,3,3,false,false
author_label:98cf442c5e09040a,Aurasco Pamisiano,aurasco pamisiano,author:1642536e3b3e5dae,Aurasco Pamisiano,deterministic_resolved_author,4,4,false,false
author_label:3e3bc422362e6f95,Aurisco Elafio,aurisco elafio,author:046720838b51a6cc,Aurisco Elafio,deterministic_resolved_author,39,39,false,false
author_label:26960449624cda71,Autone Manturese,autone manturese,author:54d8df25d61a1d61,Autone Manturese,deterministic_resolved_author,28,28,false,false
author_label:93205ca58d6f3b79,Baldassarre Castiglione,baldassarre castiglione,author:532e7e1e744c3699,Baldassarre Castiglione,deterministic_resolved_author_alias,1,1,false,false
author_label:57c6ff00540e905e,Baldassarre Stampa,baldassarre stampa,author:98033b276e426964,Baldassarre Stampa,deterministic_resolved_author,33,33,false,false
author_label:db4abce74f8364e8,"Bandello, Matteo",bandello matteo,author:17ee63410bda170f,"Bandello, Matteo",deterministic_resolved_author,191,191,false,false
author_label:c446e6716d43f646,"Barducci, Ottavante",barducci ottavante,author:46e9148e0695882e,"Barducci, Ottavante",deterministic_resolved_author,4,4,false,false
author_label:bb82893a69fff293,"Barignano, Pietro",barignano pietro,author:9dad6ace464cbc9a,"Barignano, Pietro",deterministic_resolved_author,66,66,false,false
author_label:55c9a347ec87e632,Bartolomeo Dotti,bartolomeo dotti,author:b65baef3c04b9892,Bartolomeo Dotti,deterministic_resolved_author,8,8,false,false
author_label:0ef50e93ffe10719,"Beccari, Agostino",agostino beccari,author:a5dcb10f69bf9c15,"Beccari, Agostino",deterministic_resolved_author,3,3,false,false
author_label:bb5b136eaea26eb7,"Beccari, Antonio (detto Antonio da Ferrara)",antonio antonio beccari detto ferrara,author:998710c816f5b4a1,"Beccari, Antonio (detto Antonio da Ferrara)",deterministic_resolved_author,39,37,false,false
author_label:9ffd345886eb0628,"Beccuti, Francesco (detto il Coppetta)",beccuti coppetta detto francesco,author:be519a613108c24e,"Beccuti, Francesco (detto il Coppetta)",deterministic_resolved_author,152,152,false,false
author_label:15bbb29cb3efb170,"Belcari, Feo",belcari feo,author:6a66b8bf3e47df7f,"Belcari, Feo",deterministic_resolved_author,51,51,false,false
author_label:ee2866fce35b70f2,"Bembo, Pietro",bembo pietro,author:80e9a2a4b40c4108,Pietro Bembo,deterministic_resolved_author_alias,147,147,false,false
author_label:2b1c563424e9dc6a,Benalgo Chelidorio,benalgo chelidorio,author:61715b6ec8e38180,Benalgo Chelidorio,deterministic_resolved_author,3,3,false,false
author_label:0e033a1954803c20,"Benci, Lorenzo",benci lorenzo,author:274b28cf70a435c2,"Benci, Lorenzo",deterministic_resolved_author,2,2,false,false
author_label:3eec5921a310bd7d,"Benci, Tommaso",benci tommaso,author:fce4f472dfdb912e,"Benci, Tommaso",deterministic_resolved_author,5,5,false,false
author_label:23c5f3d31e7f09dd,Benedetto Menzini,benedetto menzini,author:b45fd70cd13e3ccb,Benedetto Menzini,deterministic_resolved_author,1,1,false,false
author_label:3b5fb1b9483ac207,Benedetto Varchi,benedetto varchi,author:750be1a2136c8b4c,Benedetto Varchi,deterministic_resolved_author_alias,33,0,true,true
author_label:bb88c49f5e0adaf2,"Benino, Francesco del",benino francesco,author:2dc58f313b2bf0a4,"Benino, Francesco del",deterministic_resolved_author,1,1,false,false
author_label:6b09ab050d87df0f,Benuccio Salimbeni,benuccio salimbeni,author:58ee6226d16fe0a7,Benuccio Salimbeni,deterministic_resolved_author,1,1,false,false
author_label:0d8d562b021b7627,Berardino Rota,berardino rota,author:8d77706cf7e27285,Berardino Rota,deterministic_resolved_author_alias,1,1,false,false
author_label:b82a8cf75009bda2,Bernardo Morando,bernardo morando,author:50953392f8c2f226,Bernardo Morando,deterministic_resolved_author,15,15,false,false
author_label:ec348bfce6b04781,"Berni, Francesco",berni francesco,author:4b81dd83c7b4a008,Francesco Berni,deterministic_resolved_author_alias,11,11,false,false
author_label:0bbec3b8246f7ed3,"Betti, Giovanni",betti giovanni,author:9c465061dfa7e325,"Betti, Giovanni",deterministic_resolved_author,3,3,false,false
author_label:9e64631018cceac1,"Biffoli, Benedetto",benedetto biffoli,author:5dd171a715a02079,"Biffoli, Benedetto",deterministic_resolved_author,1,1,false,false
author_label:618979688966d44c,Bindo Bonichi,bindo bonichi,author:c97eb15bdd596770,Bindo Bonichi,deterministic_resolved_author,3,3,false,false
author_label:960334e7e45e9687,"Boccaccio, Giovanni",boccaccio giovanni,author:de1098d2ca3434b3,Giovanni Boccaccio,deterministic_resolved_author_alias,155,155,false,false
author_label:01583aef908de570,"Boiardo, Matteo Maria",boiardo maria matteo,author:485f9103a1095092,Matteo Maria Boiardo,deterministic_resolved_author_alias,146,146,false,false
author_label:bdaecd2cb3e2ab09,Bondie Dietaiuti,bondie dietaiuti,author:b62a5dbd8aedfad8,Bondie Dietaiuti,deterministic_resolved_author,2,2,false,false
author_label:870603ce8cdf4e46,"Borra, Luigi",borra luigi,author:538ca30719bbad49,"Borra, Luigi",deterministic_resolved_author,63,63,false,false
author_label:98ee36bdfcb6015a,"Botero, Giovanni",botero giovanni,author:40bc446fde9a26a2,"Botero, Giovanni",deterministic_resolved_author,1,1,false,false
author_label:c4c98107cead49fc,"Brocardo, Antonio",antonio brocardo,author:e97ac276c807984b,"Brocardo, Antonio",deterministic_resolved_author,28,28,false,false
author_label:28a4192a61fa3af1,"Bronzino, Agnolo",agnolo bronzino,author:a3ada273f6a103de,"Bronzino, Agnolo",deterministic_resolved_author,1,1,false,false
author_label:58ecc902861c2e1a,"Bruni, Leonardo",bruni leonardo,author:b3401d4aa36e8961,"Bruni, Leonardo",deterministic_resolved_author,1,1,false,false
author_label:945d02a3e5c777b6,"Bruno, Giordano",bruno giordano,author:c1346e503abd8411,"Bruno, Giordano",deterministic_resolved_author,45,45,false,false
author_label:2b10186b912a4ede,Buonaccorso da Montemagno il Giovane,buonaccorso giovane montemagno,author:5cdebb8e9cb91ad8,Buonaccorso da Montemagno il Giovane,deterministic_resolved_author,26,26,false,false
author_label:cb8c290a320af548,Buonaccorso da Montemagno il Vecchio,buonaccorso montemagno vecchio,author:6733d4b5f5e7d243,Buonaccorso da Montemagno il Vecchio,deterministic_resolved_author,23,23,false,false
author_label:c90b6ada7bb9f788,"Buonarroti, Michelangelo",buonarroti michelangelo,author:4a3cbeb1e0ec0734,Michelangelo Buonarroti,deterministic_resolved_author_alias,85,85,false,false
author_label:d93d0141bd8ad278,Burchiello (Domenico di Giovanni detto il),burchiello detto domenico giovanni,author:9df464e737d713fe,Burchiello (Domenico di Giovanni detto il),deterministic_resolved_author_alias,18,18,false,false
author_label:43b171c5f99e6654,"Burchiello (Domenico di Giovanni, detto il)",burchiello detto domenico giovanni,author:9df464e737d713fe,Burchiello (Domenico di Giovanni detto il),deterministic_resolved_author_alias,4,4,false,false
author_label:3d1c6f1493172abf,"Calderoni, Anselmo",anselmo calderoni,author:32e3a0f6c2781d0b,"Calderoni, Anselmo",deterministic_resolved_author,1,1,false,false
author_label:66030e46b0056ac7,"Calzaiuolo, Antonio",antonio calzaiuolo,author:82040d63f58e8001,"Calzaiuolo, Antonio",deterministic_resolved_author,1,1,false,false
author_label:8e38d4e09d11193e,"Cambini, Bernardo di Piero",bernardo cambini piero,author:fd0459da63fbb4db,"Cambini, Bernardo di Piero",deterministic_resolved_author,4,4,false,false
author_label:d28150586742140d,"Campanella, Tommaso",campanella tommaso,author:08b48e27fb0a4ee1,"Campanella, Tommaso",deterministic_resolved_author,61,61,false,false
author_label:b8bc237bb827391c,"Carducci, Giosue",carducci giosue,author:f4444d4a47d3ff1d,"Carducci, Giosue",deterministic_resolved_author,141,141,false,false
author_label:9077aee17be253bb,Carlo Emanuele Muzzarelli,carlo emanuele muzzarelli,author:048b7177b8b0cf2c,Carlo Emanuele Muzzarelli,deterministic_resolved_author,9,9,false,false
author_label:4ec98fbc02f477ca,Carlo Innocenzo Frugoni,carlo frugoni innocenzo,author:714053b50d6f9a56,Carlo Innocenzo Frugoni,deterministic_resolved_author,3,3,false,false
author_label:111ba95b9cf74b03,"Castiglione, Baldassarre",baldassarre castiglione,author:532e7e1e744c3699,Baldassarre Castiglione,deterministic_resolved_author_alias,13,13,false,false
author_label:4733c769ce1e13d2,Castruccio Castracani degli Antelminelli,antelminelli castracani castruccio,author:657b88d38041e03e,Castruccio Castracani degli Antelminelli,deterministic_resolved_author,1,1,false,false
author_label:7674b46c7ccc86ac,"Cavalcanti, Guido",cavalcanti guido,author:697305c1c574a490,Guido Cavalcanti,deterministic_resolved_author_alias,9,9,true,true
author_label:d582fc195cc3b726,Cecco Angiolieri,angiolieri cecco,author:a7505432789d5a56,Cecco Angiolieri,deterministic_resolved_author_alias,204,81,true,true
author_label:9b985e56fe6ace15,Cecco Nuccoli,cecco nuccoli,author:dd9a4b3276b94779,Cecco Nuccoli,deterministic_resolved_author,8,8,false,false
author_label:e6c9712ab584c5a2,Celio Magno,celio magno,author:261db6e52f5390b1,Celio Magno,deterministic_resolved_author_alias,2,2,false,false
author_label:662cc4168492067d,Celiro Straziano,celiro straziano,author:e41308a33c28207f,Celiro Straziano,deterministic_resolved_author,4,4,false,false
author_label:af3314174f35b1f7,Celisto Tegeatico,celisto tegeatico,author:95dec05055150661,Celisto Tegeatico,deterministic_resolved_author,11,11,false,false
author_label:6282fc74510682ca,"Cellini, Benvenuto",benvenuto cellini,author:5535fb96bbe07a80,"Cellini, Benvenuto",deterministic_resolved_author,108,108,false,false
author_label:0e64b770776d6413,Cenne dalla Chitarra,cenne chitarra dalla,author:525a846756ae019b,Cenne dalla Chitarra,deterministic_resolved_author,13,13,false,false
author_label:ca39a9e3755558cb,"Chariteo (Benedetto Gareth, detto il)",benedetto chariteo detto gareth,author:05b65ac16c10cfb7,"Chariteo (Benedetto Gareth, detto il)",deterministic_resolved_author,214,214,false,false
author_label:1ad2e5a78a06c239,"Ciai, Giovanni",ciai giovanni,author:caefdab64f4697d2,"Ciai, Giovanni",deterministic_resolved_author,2,2,false,false
author_label:5206bd2163b59875,"Cieco, Niccolò",cieco niccolo,author:8037cb72d8146e5e,"Cieco, Niccolò",deterministic_resolved_author,8,8,false,false
author_label:bdc2b111b4eb640e,Cino da Pistoia,cino pistoia,author:296cd329a6d9ab24,Cino da Pistoia,deterministic_resolved_author,157,76,true,true
author_label:f4e4c4a278bc9864,Cino Rinuccini,cino rinuccini,author:4b42abf0534abe70,Cino Rinuccini,deterministic_resolved_author,36,36,false,false
author_label:fd4176b8726ded73,Cione di Baglione,baglione cione,author:d2efff4c366b0aaf,Cione di Baglione,deterministic_resolved_author,2,2,false,false
author_label:90563b4d1dad4aca,Citisso Bleninio,bleninio citisso,author:510ef9b80756b7f2,Citisso Bleninio,deterministic_resolved_author,19,19,false,false
author_label:9fc37eb8f2813bc8,Clarimbo Palladico,clarimbo palladico,author:3225cee3093b5da2,Clarimbo Palladico,deterministic_resolved_author,9,9,false,false
author_label:0af01c0a0a6cebae,Clarisco Egireo,clarisco egireo,author:9c6902f397a391f4,Clarisco Egireo,deterministic_resolved_author,6,6,false,false
author_label:427245d38cb4521e,Cleandro Elideo,cleandro elideo,author:b8acddfbe2bf86ca,Cleandro Elideo,deterministic_resolved_author,1,1,false,false
author_label:440dad3fb1ed1e46,Clidemo Trivio,clidemo trivio,author:0b3b66068d687089,Clidemo Trivio,deterministic_resolved_author,24,24,false,false
author_label:e524913976974914,Clorasto Eubeio,clorasto eubeio,author:5867666f520c766a,Clorasto Eubeio,deterministic_resolved_author,9,9,false,false
author_label:673a67e9d9ff0757,"Colonna, Vittoria",colonna vittoria,author:50c6accb5ff22f7a,Vittoria Colonna,deterministic_resolved_author_alias,58,58,true,true
author_label:72c68b795139edd4,Coluccio Salutati,coluccio salutati,author:8d8d91ede68b3776,Coluccio Salutati,deterministic_resolved_author_alias,1,1,false,false
author_label:7685e5f5dfe42ab7,Compiuta Donzella,compiuta donzella,author:b871fb0a6a31178d,Compiuta Donzella,deterministic_resolved_author,2,2,false,false
author_label:03e8792e77c9b576,"Conti, Giusto de'",conti giusto,author:0405c51ecf9b69e8,"Conti, Giusto de'",deterministic_resolved_author,211,211,false,false
author_label:e4fd2bceef497c4e,"Contile, Luca",contile luca,author:360465fd48ed50dc,"Contile, Luca",deterministic_resolved_author,134,134,false,false
author_label:b6ca7403ad3964b0,"Corazzini, Sergio",corazzini sergio,author:f57e23de944459e9,"Corazzini, Sergio",deterministic_resolved_author,77,77,false,false
author_label:e0797539a537b58f,Coreso Evanziano,coreso evanziano,author:85bd5892e8081546,Coreso Evanziano,deterministic_resolved_author,18,18,false,false
author_label:9e1b25691cfbe34f,Cornelio Bentivoglio d'Aragona,aragona bentivoglio cornelio,author:0bbd032c187690ef,Cornelio Bentivoglio d'Aragona,deterministic_resolved_author,1,1,false,false
author_label:fd86cfb8b1c17a8d,"Cortese, Giulio Cesare",cesare cortese giulio,author:1e048f485cf0a4d1,"Cortese, Giulio Cesare",deterministic_resolved_author,1,1,false,false
author_label:0c9784a4ebd8413c,Crateo Ericinio,crateo ericinio,author:eca4e7505c69d58c,Crateo Ericinio,deterministic_resolved_author,8,8,false,false
author_label:9c4695b4900ccf38,Cresfonte Cauconeo,cauconeo cresfonte,author:62c7a3e56a4fbb42,Cresfonte Cauconeo,deterministic_resolved_author,9,9,false,false
author_label:bb2b78008c5e5efe,Criseno Elissoneo,criseno elissoneo,author:44adeff858b7295a,Criseno Elissoneo,deterministic_resolved_author,12,12,false,false
author_label:1c26dd49f2472ab1,Cromeno Tegeatico,cromeno tegeatico,author:96b526f6e8b5a0b5,Cromeno Tegeatico,deterministic_resolved_author,24,24,false,false
author_label:276e4f928a917df8,Cucco di Gualfreduccio,cucco gualfreduccio,author:45278e874a080804,Cucco di Gualfreduccio,deterministic_resolved_author,1,1,false,false
author_label:ab449dfb9646f132,"Curti, Lancino",curti lancino,author:781038b0505fb174,"Curti, Lancino",deterministic_resolved_author,18,18,false,false
author_label:def6961ea8f5cc78,"Da Ponte, Lorenzo",lorenzo ponte,author:086f366028f5479e,"Da Ponte, Lorenzo",deterministic_resolved_author,6,6,false,false
author_label:5508eed0d62bd488,"Da Porto, Luigi",luigi porto,author:189a518e8b4e0749,"Da Porto, Luigi",deterministic_resolved_author,66,66,false,false
author_label:eb8073c3e38be423,Dafne Eurippea,dafne eurippea,author:e89073319121b512,Dafne Eurippea,deterministic_resolved_author,3,3,false,false
author_label:2e81725a445d44e1,Dalete Carnasio,carnasio dalete,author:b72b4e97cd10aad2,Dalete Carnasio,deterministic_resolved_author,16,16,false,false
author_label:0190e1182ce9df81,Dalindo Cinosurio,cinosurio dalindo,author:844f7fb40bcaf1c3,Dalindo Cinosurio,deterministic_resolved_author,3,3,false,false
author_label:ca89467ebce4b603,"Damiani, Lorenzo",damiani lorenzo,author:a6dd72f3ed4266e7,"Damiani, Lorenzo",deterministic_resolved_author,2,2,false,false
author_label:6de53440686f707e,Dante Alighieri,alighieri dante,author:fe33126fbf7fa7f5,Dante Alighieri,deterministic_resolved_author_alias,91,11,true,true
author_label:14afaa615e87cc28,Dareno Minteo,dareno minteo,author:b8eba556a65e0183,Dareno Minteo,deterministic_resolved_author,54,54,false,false
author_label:3d54ea5be499cee6,"Dati, Leonardo",dati leonardo,author:b69ca05adc08118a,"Dati, Leonardo",deterministic_resolved_author,1,1,false,false
author_label:828dc6998d6a5486,"Davanzati, Mariotto",davanzati mariotto,author:58851cf4d267ec55,"Davanzati, Mariotto",deterministic_resolved_author,36,36,false,false
author_label:282dc8e590e08e02,"De Jennaro, Pietro Jacopo",jacopo jennaro pietro,author:5d03fe479d6cd4d7,"De Jennaro, Pietro Jacopo",deterministic_resolved_author,125,125,false,false
author_label:84322b53b45924e0,"De Sanctis, Francesco",francesco sanctis,author:9f688e0631846143,"De Sanctis, Francesco",deterministic_resolved_author,7,7,false,false
author_label:d0743c28dffbd59d,"Della Casa, Giovanni",casa giovanni,author:af0be86716dd80b8,Giovanni Della Casa,deterministic_resolved_author_alias,73,72,false,false
author_label:fa75a30bd04dbff9,"Di Costanzo, Angelo",angelo costanzo,author:53fd4cabdde356f0,Angelo Di Costanzo,deterministic_resolved_author_alias,85,85,false,false
author_label:7c677d85895777ef,"Di Tarsia, Galeazzo",galeazzo tarsia,author:0f348c3114010aec,"Di Tarsia, Galeazzo",deterministic_resolved_author,49,49,false,false
author_label:d925037a7fd3d0a5,Diante Prosense,diante prosense,author:41bae0a7a91d948d,Diante Prosense,deterministic_resolved_author,14,14,false,false
author_label:d7679bd5c3b84d45,Domenico Cavalca,cavalca domenico,author:93ab0d5c91eef851,Domenico Cavalca,deterministic_resolved_author,2,2,false,false
author_label:9bf075e7f705113d,Domenico da Prato,domenico prato,author:208ef637fdb1fbe0,Domenico da Prato,deterministic_resolved_author,24,24,false,false
author_label:43066fc040e93d3a,Domenico Lazzarini,domenico lazzarini,author:e7065433c9afa09a,Domenico Lazzarini,deterministic_resolved_author,2,2,false,false
author_label:3df3dec7a3564d0b,"Donati, Jacopo",donati jacopo,author:7afa98413151d702,"Donati, Jacopo",deterministic_resolved_author,3,3,false,false
author_label:0a9d7336625d550a,"Dondi Dall'Orologio, Giovanni",dall dondi giovanni orologio,author:4e3fd54ec3e7a0e5,"Dondi Dall'Orologio, Giovanni",deterministic_resolved_author,36,36,false,false
author_label:3148a74c705829ed,Doralgo Euritidio,doralgo euritidio,author:e5bd00894ea0a954,Doralgo Euritidio,deterministic_resolved_author,1,1,false,false
author_label:3242faee30fb8259,Echeno Eurimedonzio,echeno eurimedonzio,author:8b41a95487359192,Echeno Eurimedonzio,deterministic_resolved_author,9,9,false,false
author_label:8a4f379e7a4581fe,Efesio Arneo,arneo efesio,author:02e243f04337473f,Efesio Arneo,deterministic_resolved_author,9,9,false,false
author_label:bd8e8baa5b0cb3ba,Egeo Bufagiano,bufagiano egeo,author:7445275b47e2ce24,Egeo Bufagiano,deterministic_resolved_author,1,1,false,false
author_label:d5e58b6dbba5af71,Egeria Nestanea,egeria nestanea,author:095add1b8824255a,Egeria Nestanea,deterministic_resolved_author,5,5,false,false
author_label:9ff25976056095e1,Egone Cerausio,cerausio egone,author:6925a37d40f53aa7,Egone Cerausio,deterministic_resolved_author,2,2,false,false
author_label:1562169afb4855da,Eladio Maleo,eladio maleo,author:d9c4d6db771165cf,Eladio Maleo,deterministic_resolved_author,5,5,false,false
author_label:79490a97dc6b81b8,Elagildo Leuconio,elagildo leuconio,author:d16911f2377efe66,Elagildo Leuconio,deterministic_resolved_author,27,27,false,false
author_label:fd0cd8fd665b2c72,Elenco Bocalide,bocalide elenco,author:764f419c35d1d562,Elenco Bocalide,deterministic_resolved_author,34,34,false,false
author_label:813c87bd4ed23529,Elettra Citeria,citeria elettra,author:98490846bae1010b,Elettra Citeria,deterministic_resolved_author,26,26,false,false
author_label:0522749d6ac7f4a2,Eliso Euteio,eliso euteio,author:eec8257cb81a2a83,Eliso Euteio,deterministic_resolved_author,12,12,false,false
author_label:554d137e61849512,Elmante Lirceate,elmante lirceate,author:926788e0c9a9c2dd,Elmante Lirceate,deterministic_resolved_author,6,6,false,false
