object_id,title,authors,assigned_role,audited_route,source_audit_status,source_audit_flags,decision,final_role,cleaning_policy,included_characters,duplicate_of_object_id,reason,landing_page_url,tei_sha256
bibit001156,Ave Maria,Non definito,historical_non_sonnet_poetry,historical_non_sonnet_poetry,activation_candidate,note_multilingual_metadata,activate_core,historical_non_sonnet_poetry,preserve_rendered_tei_text,2761,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit001156,27a474a71f934d96a05c8fafe55fc8c0520214a68d645ec480a043522218b96b
bibit000614,Canti Carnascialeschi del Rinascimento,Non definito,historical_non_sonnet_poetry,historical_non_sonnet_poetry,activation_candidate,note_multilingual_metadata,activate_core,historical_non_sonnet_poetry,preserve_rendered_tei_text,373662,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000614,18c17dcd0336a40b2298b94fef5ddbb3bd1f7f6486787a68ad0d2dd7db592883
bibit000909,Certame coronario,Non definito,historical_non_sonnet_poetry,historical_non_sonnet_poetry,activation_candidate,,activate_core,historical_non_sonnet_poetry,preserve_rendered_tei_text,85930,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000909,09ea2e394f815b3f9c04ba4334b0e57ac86e6222e1692688ce2e44ec1d80aa3a
bibit000447,Da cuspide ferrate,Non definito,historical_non_sonnet_poetry,historical_non_sonnet_poetry,activation_candidate,,activate_core,historical_non_sonnet_poetry,preserve_rendered_tei_text,669,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000447,8a2cc0fac94a3f2d1672e4f940fdbf91d586a754d49efbf547b4994fead55321
bibit000443,Disperata rimembranza,Non definito,historical_non_sonnet_poetry,historical_non_sonnet_poetry,activation_candidate,,activate_core,historical_non_sonnet_poetry,preserve_rendered_tei_text,1288,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000443,77f8de25339444cabceb0c7bc3e43d7a7a3d9b36e50bd76b1d7bfa394c11b7c7
bibit001660,"Forsennato pensier, che far poss'io",Non definito,historical_non_sonnet_poetry,historical_non_sonnet_poetry,activation_candidate,,activate_core,historical_non_sonnet_poetry,preserve_rendered_tei_text,715,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit001660,08da2965c197991b43c102b7f4613701ef881ac152c8fb8f9ab6fb8baaeaf449
bibit000720,Già languiva la notte,Non definito,historical_non_sonnet_poetry,historical_non_sonnet_poetry,activation_candidate,,activate_core,historical_non_sonnet_poetry,preserve_rendered_tei_text,3144,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000720,b7f3c7c43f62fd4baf99840986078d1589f88dca9455766b4b4d57db099eda42
bibit001188,Guerra di Ferrara. (1482-1484),Non definito,historical_non_sonnet_poetry,historical_non_sonnet_poetry,activation_candidate,,activate_core,historical_non_sonnet_poetry,preserve_rendered_tei_text,22229,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit001188,b379b93e487a8d2e2049611e8bcc51d86beab9b53a8592fe2b946ea1e5f4d74f
bibit000988,Historia nova della ruina de venetiani,Non definito,historical_non_sonnet_poetry,historical_non_sonnet_poetry,activation_candidate,note_multilingual_metadata,activate_core,historical_non_sonnet_poetry,preserve_rendered_tei_text,8744,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000988,fe36f9f0c35700afacdf8c651d193722342ce38a803136f62b40c08796a5b37b
bibit000838,Il barcheggio,Non definito,historical_non_sonnet_poetry,historical_non_sonnet_poetry,activation_candidate,,activate_core,historical_non_sonnet_poetry,preserve_rendered_tei_text,10290,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000838,c97c911a7d772e380f31a08780e37f55fc332338ab4574bec4fdd59ed81dac8b
bibit001682,Il più misero amante,Non definito,historical_non_sonnet_poetry,historical_non_sonnet_poetry,activation_candidate,,activate_core,historical_non_sonnet_poetry,preserve_rendered_tei_text,877,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit001682,8567be7a8129e919e3443df5d4422576085fb48ef8aad3da7fba1c04db0fe758
bibit000510,L'avete fatta a me,Non definito,historical_non_sonnet_poetry,historical_non_sonnet_poetry,activation_candidate,,activate_core,historical_non_sonnet_poetry,preserve_rendered_tei_text,1041,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000510,1bec1861ab8684b853260c94ddd82048746feac087b22e3b8a50f3a73fd0f4a9
bibit000773,La Chanson de Roland (testo franco-italiano),Non definito,historical_non_sonnet_poetry,historical_non_sonnet_poetry,review_required,review_language_variety;note_multilingual_metadata,exclude_core_language_variety,excluded_language_variety_evidence,preserve_rendered_tei_text,0,,"dialect, vernacular, or mixed-language variety is not core standard Italian",http://www.bibliotecaitaliana.it/scheda/bibit000773,376784207438045ebcd15f8da9ab1d1bdf1c6fe85a8313eb0b52cda67e95a068
bibit000653,La Spagna,Non definito,historical_non_sonnet_poetry,historical_non_sonnet_poetry,activation_candidate,note_multilingual_metadata,activate_core,historical_non_sonnet_poetry,preserve_rendered_tei_text,525605,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000653,5b57d57567472c5bb028b3148eb6d11ddb818d9088fd9b22558810c5ad2c3dde
bibit001545,La persa e la rescossa de la bastia,Non definito,historical_non_sonnet_poetry,historical_non_sonnet_poetry,activation_candidate,note_multilingual_metadata,activate_core,historical_non_sonnet_poetry,preserve_rendered_tei_text,9700,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit001545,a30ff71cdfe10102d02c96fd173c4464755309c72a6242a26cf6021347896aed
bibit000533,La rotta e presa fatta a bresa per li francesi,Non definito,historical_non_sonnet_poetry,historical_non_sonnet_poetry,activation_candidate,,activate_core,historical_non_sonnet_poetry,preserve_rendered_tei_text,10853,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000533,a49f11292049f79242655dc89ab94bc689d4677f14a27ed2c01bb0e90e1736bf
bibit001249,La vera nuova di Brescia,Non definito,historical_non_sonnet_poetry,historical_non_sonnet_poetry,activation_candidate,,activate_core,historical_non_sonnet_poetry,preserve_rendered_tei_text,6100,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit001249,a22a70625c18c6ecddb87f1c8a41df017e77bc42fc82d5c54e7f35a84fbf9157
bibit001091,Noiosi pensieri,Non definito,historical_non_sonnet_poetry,historical_non_sonnet_poetry,activation_candidate,,activate_core,historical_non_sonnet_poetry,preserve_rendered_tei_text,1314,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit001091,b051b49717024e5c807efdc00f246a35936d8e0c1da9c00eed11b4d845d54a02
bibit000704,Nuovi canti carnascialeschi del Rinascimento,Non definito,historical_non_sonnet_poetry,historical_non_sonnet_poetry,activation_candidate,note_multilingual_metadata,activate_core,historical_non_sonnet_poetry,preserve_rendered_tei_text,117330,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000704,186ea6979f2a4f4a662971eceb47c43cbad3846bdd77bac1d349742e97bd991c
bibit001009,"O mio cor, quanto t'inganni",Non definito,historical_non_sonnet_poetry,historical_non_sonnet_poetry,activation_candidate,,activate_core,historical_non_sonnet_poetry,preserve_rendered_tei_text,604,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit001009,0583941faf1c283db54cc13449208e5be3c3252c8eb8c831b948a738bb5acc51
bibit000709,Poeti del Duecento,Non definito,historical_non_sonnet_poetry,historical_non_sonnet_poetry,review_required,note_multilingual_metadata;review_editorial_brackets,activate_core_with_bracket_cleanup,historical_non_sonnet_poetry,strip_editorial_square_delimiters_and_labels,780927,,retain supplied historical text while removing editorial bracket notation,http://www.bibliotecaitaliana.it/scheda/bibit000709,ebc45d2015e4f33a4ddfc333ddf933cbba817cd7f23fd30e642639eb79494950
bibit000762,Presso un rivo ch'avea,Non definito,historical_non_sonnet_poetry,historical_non_sonnet_poetry,activation_candidate,,activate_core,historical_non_sonnet_poetry,preserve_rendered_tei_text,945,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000762,de9d6eddf195f16bb4c6cd24dad310760691700d7320e225caff9fbee9155097
bibit000886,Quando stanco dal corso in grembo a Teti,Non definito,historical_non_sonnet_poetry,historical_non_sonnet_poetry,activation_candidate,,activate_core,historical_non_sonnet_poetry,preserve_rendered_tei_text,1910,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000886,47da766bff9aa310963470673b5fa484426aba624c9a27a1a75149fbd6e62ffd
bibit000298,Rainaldo e Lesengrino (versione dei Memoriali bolognesi),Non definito,historical_non_sonnet_poetry,historical_non_sonnet_poetry,review_required,review_language_variety,exclude_core_language_variety,excluded_language_variety_evidence,preserve_rendered_tei_text,0,,"dialect, vernacular, or mixed-language variety is not core standard Italian",http://www.bibliotecaitaliana.it/scheda/bibit000298,da73798cd13b25ccc4fcbaaac1bef021d618765eb7e6509389544a54b3e65733
bibit001381,Rainaldo e Lesengrino (versione di Oxford),Non definito,historical_non_sonnet_poetry,historical_non_sonnet_poetry,review_required,review_language_variety,exclude_core_language_variety,excluded_language_variety_evidence,preserve_rendered_tei_text,0,,"dialect, vernacular, or mixed-language variety is not core standard Italian",http://www.bibliotecaitaliana.it/scheda/bibit001381,ac0088e655b2c363b0eed2287976706db15daf561ba461e68be3815c91cb21c1
bibit001214,Rainaldo e Lesengrino (versione di Udine),Non definito,historical_non_sonnet_poetry,historical_non_sonnet_poetry,review_required,review_language_variety,exclude_core_language_variety,excluded_language_variety_evidence,preserve_rendered_tei_text,0,,"dialect, vernacular, or mixed-language variety is not core standard Italian",http://www.bibliotecaitaliana.it/scheda/bibit001214,1c73885caa80be059c249e47e61f95f48524867001eb2b85707a9aa9b3f6effc
bibit000631,Rimatori bolognesi del 300,Non definito,historical_non_sonnet_poetry,historical_non_sonnet_poetry,review_required,review_language_variety;note_multilingual_metadata,exclude_core_language_variety,excluded_language_variety_evidence,preserve_rendered_tei_text,0,,"dialect, vernacular, or mixed-language variety is not core standard Italian",http://www.bibliotecaitaliana.it/scheda/bibit000631,1ba12d0029b64667681ee5cd99dfbb62c104e3732ff07190b3975a6c8db7be9f
bibit000069,Rocta facta per Duca die ferrara ala bastia,Non definito,historical_non_sonnet_poetry,historical_non_sonnet_poetry,activation_candidate,,activate_core,historical_non_sonnet_poetry,preserve_rendered_tei_text,18094,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000069,c8c955bad3f72b862d3f8f49653a4a83b0f7682e9640f099c58e65a2d23af54d
bibit001322,S' apra al riso,Non definito,historical_non_sonnet_poetry,historical_non_sonnet_poetry,activation_candidate,,activate_core,historical_non_sonnet_poetry,preserve_rendered_tei_text,2505,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit001322,8cc0e7397e36aef54f9b34ae5efc30d44f656dd59d12d46e954c191807698136
bibit001246,Se Nerone lo vuole,Non definito,historical_non_sonnet_poetry,historical_non_sonnet_poetry,activation_candidate,,activate_core,historical_non_sonnet_poetry,preserve_rendered_tei_text,1617,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit001246,cdaad82cbb4c5b24f65a1aa6e1f525213bd37531bba6e5be910a793c6e47f020
bibit001093,Moro per amore,"Orsini, Flavio",historical_non_sonnet_poetry,historical_non_sonnet_poetry,activation_candidate,,activate_core,historical_non_sonnet_poetry,preserve_rendered_tei_text,39712,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit001093,e9cb0b875c685e73ae031575599fd965a45d010f765507d5013c6cd222756569
bibit000967,Il primo libro dei madrigali,"Parabosco, Girolamo",historical_non_sonnet_poetry,historical_non_sonnet_poetry,activation_candidate,,activate_core,historical_non_sonnet_poetry,preserve_rendered_tei_text,22382,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000967,e8a8112b74df3aab5258625024380437b6fec67501e0441fd2b2548752dc3eeb
bibit000545,Il giorno (1 redazione),"Parini, Giuseppe",historical_non_sonnet_poetry,historical_non_sonnet_poetry,activation_candidate,note_multilingual_metadata,activate_core,historical_non_sonnet_poetry,preserve_rendered_tei_text,88266,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000545,cded67ea7b361c7a9ecb8cd329dc2e2c9e5c2db816d20728ef5a10e32b102c1c
bibit000449,Il giorno (2 redazione),"Parini, Giuseppe",historical_non_sonnet_poetry,historical_non_sonnet_poetry,activation_candidate,,activate_core,historical_non_sonnet_poetry,preserve_rendered_tei_text,124918,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000449,b7405ed1a00e801549bfe0b73b3dc2799ae4c00ac14ae76effa451381722c250
bibit001140,Odi,"Parini, Giuseppe",historical_non_sonnet_poetry,historical_non_sonnet_poetry,activation_candidate,,activate_core,historical_non_sonnet_poetry,preserve_rendered_tei_text,74839,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit001140,a1f6b8e62201bc7300985a9b3f06d8afd80e7e907cd80dbaeba2ef5282b37a95
bibit001195,Già passati li miei teneri anni,"Pellegrini, Giacomo",historical_non_sonnet_poetry,historical_non_sonnet_poetry,activation_candidate,empty_or_too_short_after_sonnet_quarantine,exclude_empty_or_too_short,excluded,preserve_rendered_tei_text,0,,fewer than 200 routed characters remain after poem quarantine,http://www.bibliotecaitaliana.it/scheda/bibit001195,545d62b74c885dcdbfbd3839095d6a9e5fe9d2c4dd205c55df753378ed223625
bibit000262,Se stata fosse a ti toa fama rara,"Pellegrini, Giovanni",historical_non_sonnet_poetry,historical_non_sonnet_poetry,activation_candidate,,activate_core,historical_non_sonnet_poetry,preserve_rendered_tei_text,477,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000262,bb73e5a71d8aa954b05157fe43e115d1e321d301115b4c801b896165a37b0766
bibit000929,"Lamento facto per Zoane Peregrino da Ferrà scriptore, quando el Marchese Nicolò el fieze metere in Castel Vechio de Ferrà, al tenpo de Meser Ziliol in quelo inpresonato","Peregrino da Ferrara, Giovanni",historical_non_sonnet_poetry,historical_non_sonnet_poetry,activation_candidate,note_multilingual_metadata,activate_core,historical_non_sonnet_poetry,preserve_rendered_tei_text,11891,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000929,98c272a309fcc61ce6db63e27a597932af43a1438299ce9a8302bc9ceeb7c39a
bibit001257,Testi del Vat.lat. 3196,"Petrarca, Francesco",historical_non_sonnet_poetry,historical_non_sonnet_poetry,review_required,review_editorial_brackets,activate_core_with_bracket_cleanup,historical_non_sonnet_poetry,strip_editorial_square_delimiters_and_labels,36916,,retain supplied historical text while removing editorial bracket notation,http://www.bibliotecaitaliana.it/scheda/bibit001257,556b38b13c9c9136d9cc7237a8179c5a63a7475581ce3f93c159888fa5544f9d
bibit001318,Trionfi,"Petrarca, Francesco",historical_non_sonnet_poetry,historical_non_sonnet_poetry,activation_candidate,,activate_core,historical_non_sonnet_poetry,preserve_rendered_tei_text,87254,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit001318,0b94c3a3e366a2b45121acceebb55d45675470cdb2fce54bb4ef6d8b733f835d
bibit000680,Carmina,"Pico della Mirandola, Giovanni",historical_non_sonnet_poetry,historical_non_sonnet_poetry,activation_candidate,,activate_core,historical_non_sonnet_poetry,preserve_rendered_tei_text,34774,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000680,0210d456d952a51124339f8c3aa76aa0e8c158788ed30ce29dacc4e83bc3fe61
bibit000887,Gli amori,"Pigna (Giovan Battista Nicolucci, detto il)",historical_non_sonnet_poetry,historical_non_sonnet_poetry,activation_candidate,,activate_core,historical_non_sonnet_poetry,preserve_rendered_tei_text,80083,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000887,e371d4749565de902ffedbc5e70f9dc8c229e340d710567010c61d965d68613c
bibit001552,Il ben divino,"Pigna (Giovan Battista Nicolucci, detto il)",historical_non_sonnet_poetry,historical_non_sonnet_poetry,activation_candidate,note_multilingual_metadata,activate_core,historical_non_sonnet_poetry,preserve_rendered_tei_text,100315,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit001552,a30bd52cb9b0af1c5582e3781c0f530dcd696df925aa87cebfd52fafbc661615
bibit001466,Stanze per la giostra,"Poliziano, Angelo",historical_non_sonnet_poetry,historical_non_sonnet_poetry,activation_candidate,,activate_core,historical_non_sonnet_poetry,preserve_rendered_tei_text,53388,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit001466,d86fc55e367d56668baebdee0316f0c5713014391aebeb26d8c33450b21dcbd3
bibit000363,Morgante,"Pulci, Luigi",historical_non_sonnet_poetry,historical_non_sonnet_poetry,activation_candidate,note_multilingual_metadata,activate_core,historical_non_sonnet_poetry,preserve_rendered_tei_text,1119922,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000363,6c90e5a5469a39dffacdca6549ae6331580ba1867865466bcd8966e01baec950
bibit000454,Opere minori,"Pulci, Luigi",historical_non_sonnet_poetry,historical_non_sonnet_poetry,activation_candidate,note_multilingual_metadata,activate_core,historical_non_sonnet_poetry,preserve_rendered_tei_text,30845,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000454,76c7ce46de113e30fcb0b6ddcb663b4ec9a145c2261c0e62499c5cc475fe6381
bibit001124,Poemetti in ottava rima,"Pulci, Luigi",historical_non_sonnet_poetry,historical_non_sonnet_poetry,activation_candidate,note_multilingual_metadata,activate_core,historical_non_sonnet_poetry,preserve_rendered_tei_text,56239,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit001124,c56b72c12b475b438cb92f0c5be78a5af403d70717e96fe68d095663b063e900
bibit000916,Egloghe pescatorie,"Rota, Berardino",historical_non_sonnet_poetry,historical_non_sonnet_poetry,activation_candidate,,activate_core,historical_non_sonnet_poetry,preserve_rendered_tei_text,85292,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000916,6f6ea7a177f3cbe93eb289d81ee8f6a3a97401a9c845b8e73c4adcaef3cb6b1c
bibit001688,Non perch'io sia bastante a dechiararte,"Sanguinacci, Iacopo",historical_non_sonnet_poetry,historical_non_sonnet_poetry,activation_candidate,,activate_core,historical_non_sonnet_poetry,preserve_rendered_tei_text,5258,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit001688,8efa6be84d728fe4713544d3cc1a2a792fc89e43cd87febbd17caa031dfa222b
bibit001185,Arcadia,"Sannazaro, Iacopo",historical_non_sonnet_poetry,historical_non_sonnet_poetry,activation_candidate,,activate_core,historical_non_sonnet_poetry,preserve_rendered_tei_text,220320,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit001185,aff7aa8cd7af186bdafb9df33cbcb31d10a9f4312cb77997b31fdfd27ceee08b
bibit000573,Cantici di Fidenzio,"Scroffa, Camillo",historical_non_sonnet_poetry,historical_non_sonnet_poetry,activation_candidate,,activate_core,historical_non_sonnet_poetry,preserve_rendered_tei_text,17136,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000573,d4c86dc8c85f2de5d54ffdf5e1d653d681e8b3ac6964e21b477783bb3f9b0ce0
bibit001475,Rappresentazione Allegorica,Serafino Aquilano,historical_non_sonnet_poetry,historical_non_sonnet_poetry,activation_candidate,,activate_core,historical_non_sonnet_poetry,preserve_rendered_tei_text,8242,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit001475,24a8983b5cc40eda94bd4e2b870e5989205a62dd23ee58c710ddd239f9c45e5b
bibit000444,Strambotti,Serafino Aquilano,historical_non_sonnet_poetry,historical_non_sonnet_poetry,activation_candidate,,activate_core,historical_non_sonnet_poetry,preserve_rendered_tei_text,180973,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000444,9ce184e34f40503f07aa55596e75cb08f8eacb5443e06199d8d58c02acc13e00
bibit000898,La Tiorba a Taccone,"Sgruttendio, Filippo",historical_non_sonnet_poetry,historical_non_sonnet_poetry,review_required,review_language_variety,exclude_core_language_variety,excluded_language_variety_evidence,preserve_rendered_tei_text,0,,"dialect, vernacular, or mixed-language variety is not core standard Italian",http://www.bibliotecaitaliana.it/scheda/bibit000898,928fab97b3dd6d968ba4ca9473e1a2759a47c0539b4003eb13d987bba6fdb9e8
bibit000672,Madrigali,"Strozzi, Giovan Battista, il Giovane",historical_non_sonnet_poetry,historical_non_sonnet_poetry,activation_candidate,,activate_core,historical_non_sonnet_poetry,preserve_rendered_tei_text,84559,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000672,85abfa062dca35d09e816e1eec43e0928172029df84de7e854155af3ba759312
bibit001603,Madrigali inediti,"Strozzi, Giovan Battista, il Vecchio",historical_non_sonnet_poetry,historical_non_sonnet_poetry,activation_candidate,,activate_core,historical_non_sonnet_poetry,preserve_rendered_tei_text,117197,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit001603,03fe5155973d2ae16b7c082eb928e82d0f5ff61d7eb889343b6c2bac4afc026e
bibit001584,L'egloga e i poemetti,"Tansillo, Luigi",historical_non_sonnet_poetry,historical_non_sonnet_poetry,activation_candidate,,activate_core,historical_non_sonnet_poetry,preserve_rendered_tei_text,221028,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit001584,17851c01b6ec032fca17e84be6bbcd19da131e36ab9ae66f6b5e556a910af5c9
bibit001377,Ode,"Tasso, Bernardo",historical_non_sonnet_poetry,historical_non_sonnet_poetry,activation_candidate,,activate_core,historical_non_sonnet_poetry,preserve_rendered_tei_text,122934,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit001377,2a91261016adda0036fe204e46216b74e9ff37c15d205ffb7be065aae3ed4d94
bibit000683,Salmi,"Tasso, Bernardo",historical_non_sonnet_poetry,historical_non_sonnet_poetry,activation_candidate,,activate_core,historical_non_sonnet_poetry,preserve_rendered_tei_text,44227,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000683,57c5d6c943c891a8157a5c1feb57eec1ce9e72e28afa76801bdd1835f55abbfe
bibit000558,Conclusioni amorose,"Tasso, Torquato",historical_non_sonnet_poetry,historical_non_sonnet_poetry,activation_candidate,,activate_core,historical_non_sonnet_poetry,preserve_rendered_tei_text,6549,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000558,3d672254dd95b9d329de0788c0b3ac124a8c4cce2168af1bb2e63b427cd2e9e2
bibit001026,Ecloghe,"Tasso, Torquato",historical_non_sonnet_poetry,historical_non_sonnet_poetry,activation_candidate,,activate_core,historical_non_sonnet_poetry,preserve_rendered_tei_text,28519,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit001026,0418c01d1fa08adf27b1501b76e86bb531cc79f1a674bdfede745faa7fe77558
bibit000702,Estratti dalla Poetica di Lodovico Castelvetro,"Tasso, Torquato",historical_non_sonnet_poetry,historical_non_sonnet_poetry,activation_candidate,,activate_core,historical_non_sonnet_poetry,preserve_rendered_tei_text,25239,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000702,28d965da1549365f6637307a89fd674d176ba263b913bd7bab88ec36c257dcbe
bibit000126,Genealogia della Serenissima casa Gonzaga,"Tasso, Torquato",historical_non_sonnet_poetry,historical_non_sonnet_poetry,activation_candidate,,activate_core,historical_non_sonnet_poetry,preserve_rendered_tei_text,38156,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000126,f5ced710cc91726c07677b1c19b9f30fe73412ee194c848a2bd9ed17e0582941
bibit000260,Gerusalemme conquistata,"Tasso, Torquato",historical_non_sonnet_poetry,historical_non_sonnet_poetry,activation_candidate,,activate_core,historical_non_sonnet_poetry,preserve_rendered_tei_text,856262,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000260,c21b4a8e8bca52edaf7de38149ef6bcd7e2140c23bfe6942a2ded431ada9298e
bibit001501,Gerusalemme liberata,"Tasso, Torquato",historical_non_sonnet_poetry,historical_non_sonnet_poetry,activation_candidate,,activate_core,historical_non_sonnet_poetry,preserve_rendered_tei_text,600229,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit001501,bdda0da3e54295ba634ae4ea4a6d9fb379836ecd8a44eaa02135ea6f87b98ee4
bibit000169,Il Gierusalemme,"Tasso, Torquato",historical_non_sonnet_poetry,historical_non_sonnet_poetry,activation_candidate,,activate_core,historical_non_sonnet_poetry,preserve_rendered_tei_text,37552,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000169,827e38a887a3cfc5a983250e55e1f164dbbfcaf8c06236a771049bbfb7e63632
bibit001455,Il mondo creato,"Tasso, Torquato",historical_non_sonnet_poetry,historical_non_sonnet_poetry,activation_candidate,,activate_core,historical_non_sonnet_poetry,preserve_rendered_tei_text,331684,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit001455,b6569c8582ab6b9578f034f8139dc64b9cecba36b32022d46990889b7006e1c0
bibit000829,Il monte Oliveto,"Tasso, Torquato",historical_non_sonnet_poetry,historical_non_sonnet_poetry,activation_candidate,,activate_core,historical_non_sonnet_poetry,preserve_rendered_tei_text,32258,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000829,f2d59a19323c0e0473d45684d9cbb23cb6dd2a6940d7cbc2112e9670300d7b59
bibit001449,Il secretario,"Tasso, Torquato",historical_non_sonnet_poetry,historical_non_sonnet_poetry,activation_candidate,,activate_core,historical_non_sonnet_poetry,preserve_rendered_tei_text,46727,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit001449,c4b1e72c469451eb45eda574ec7bbc55d971c4bca6ebee1c5cb842c0356938cf
bibit001226,La vita di san Benedetto,"Tasso, Torquato",historical_non_sonnet_poetry,historical_non_sonnet_poetry,activation_candidate,,activate_core,historical_non_sonnet_poetry,preserve_rendered_tei_text,2142,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit001226,b84094281b80ce0bed99696ec0aa269f76c89f07b800af07a0158bb7fe0d83ac
bibit001522,Le lagrime della beata Vergine,"Tasso, Torquato",historical_non_sonnet_poetry,historical_non_sonnet_poetry,activation_candidate,,activate_core,historical_non_sonnet_poetry,preserve_rendered_tei_text,7978,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit001522,3886b25d7305e8cd4df6213a68a6b127731e7cab5f7f01e1039a9e95bad71ed2
bibit000528,Le lagrime di Cristo,"Tasso, Torquato",historical_non_sonnet_poetry,historical_non_sonnet_poetry,activation_candidate,,activate_core,historical_non_sonnet_poetry,preserve_rendered_tei_text,6484,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000528,707e03812c1e990f53104fd7b801a0e7776a87359cfc744e791d815de8ad7fc3
bibit001468,Ottave estravaganti della Gerusalemme liberata,"Tasso, Torquato",historical_non_sonnet_poetry,historical_non_sonnet_poetry,activation_candidate,,activate_core,historical_non_sonnet_poetry,preserve_rendered_tei_text,26057,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit001468,c9596ed79f24280d974098e587fa49cb18d98d313c3cb87204f872f64da3ded3
bibit000970,Rinaldo,"Tasso, Torquato",historical_non_sonnet_poetry,historical_non_sonnet_poetry,activation_candidate,,activate_core,historical_non_sonnet_poetry,preserve_rendered_tei_text,296750,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000970,5b9fa9fa1bace1053a3246172d691a395d78955c10b2a029445244473c90d33e
