scan_rights_id,scan_title,index_url,index_revision_id,commons_file_title,commons_description_url,commons_page_id,index_author,index_editor,index_translator,index_illustrator,index_publisher,index_city,index_year,index_source,commons_artist,commons_credit,commons_license_short_name,commons_license_code,commons_usage_terms,commons_copyrighted,commons_attribution_required,commons_categories,site_license,site_license_url,underlying_work_evidence,edition_rights_evidence,scan_file_rights_evidence,required_notice,modification_notice,downstream_note,evidence_retrieved_utc,rights_decision,rights_reason
itws-scan:259323,Osservazioni sullo stato attuale dell'Italia.djvu,https://it.wikisource.org/wiki/Indice:Osservazioni_sullo_stato_attuale_dell'Italia.djvu,2691400,File:Osservazioni sullo stato attuale dell'Italia.djvu,https://commons.wikimedia.org/wiki/File:Osservazioni_sullo_stato_attuale_dell%27Italia.djvu,17842891,Cristina di Belgioioso,,,,Francesco Vallardi,Milano,1868,{{GB|c5U-AAAAYAAJ}},Cristina Trivulzio Belgiojoso,Google books,Public domain,pd,Public domain,False,false,1868 books|PD-old-100-expired|PD-scan (PD-old-100-expired)|DjVu files in Italian|CC-PD-Mark|Books without Wikidata item|Books by Cristina Trivulzio di Belgiojoso,Creative Commons Attribution-Share Alike 4.0,https://creativecommons.org/licenses/by-sa/4.0/deed.it,Wikisource work period=1868; author=Cristina di Belgioioso; Commons license=Public domain,editor=; translator=; illustrator=; publisher=Francesco Vallardi,https://commons.wikimedia.org/wiki/File:Osservazioni_sullo_stato_attuale_dell%27Italia.djvu,Attribute Italian Wikisource contributors through the stable work page/history; retain the CC BY-SA 4.0 license link and exact source-scan credit.,MediaWiki/ProofreadPage markup and identified apparatus were removed; spelling and punctuation of retained primary text were preserved.,Processed text remains inactive pending cross-archive and training-lineage freeze; redistributed adaptations must preserve applicable ShareAlike obligations.,2026-08-11T11:01:40Z,rights_pass,Commons marks the exact scan file non-copyrighted/public domain and Wikisource pins CC BY-SA 4.0 transcription terms.
itws-scan:804436,Pacca - Editto sopra le antichità e gli scavi.pdf,https://it.wikisource.org/wiki/Indice:Pacca_-_Editto_sopra_le_antichit%C3%A0_e_gli_scavi.pdf,2892175,File:Pacca - Editto sopra le antichità e gli scavi.pdf,https://commons.wikimedia.org/wiki/File:Pacca_-_Editto_sopra_le_antichit%C3%A0_e_gli_scavi.pdf,95002421,Bartolomeo Pacca,,,,Vincenzo Poggioli,Roma,1820,{{IA|edittodellemoerm00papa}},Bartolomeo Pacca,Internet Archive identifier: edittodellemoerm00papa,Public domain,pd,Public domain,False,false,Bartolomeo Pacca|Editto Pacca|Scans from the Internet Archive/unverified|Images with extracted images|PD US expired|PD-old-100|Scanned Italian texts|Italian Wikisource books|CC-PD-Mark|Scans from the Internet Archive|1820 books from Italy|Books uploaded by Fæ|Books without Wikidata item|Images from the Getty Research Institute|Italian-language PDF files,Creative Commons Attribution-Share Alike 4.0,https://creativecommons.org/licenses/by-sa/4.0/deed.it,Wikisource work period=1820; author=Bartolomeo Pacca; Commons license=Public domain,editor=; translator=; illustrator=; publisher=Vincenzo Poggioli,https://commons.wikimedia.org/wiki/File:Pacca_-_Editto_sopra_le_antichit%C3%A0_e_gli_scavi.pdf,Attribute Italian Wikisource contributors through the stable work page/history; retain the CC BY-SA 4.0 license link and exact source-scan credit.,MediaWiki/ProofreadPage markup and identified apparatus were removed; spelling and punctuation of retained primary text were preserved.,Processed text remains inactive pending cross-archive and training-lineage freeze; redistributed adaptations must preserve applicable ShareAlike obligations.,2026-08-11T11:01:40Z,rights_pass,Commons marks the exact scan file non-copyrighted/public domain and Wikisource pins CC BY-SA 4.0 transcription terms.
itws-scan:374064,Pallavicino - La rettorica delle puttane.djvu,https://it.wikisource.org/wiki/Indice:Pallavicino_-_La_rettorica_delle_puttane.djvu,2908992,File:Pallavicino - La rettorica delle puttane.djvu,https://commons.wikimedia.org/wiki/File:Pallavicino_-_La_rettorica_delle_puttane.djvu,38206023,Ferrante Pallavicino,,,,,Villafranca,1673,{{IA|LaRettoricaDellePuttane}},Creator:Ferrante Pallavicino,Internet Archive identifier: LaRettoricaDellePuttane,Public domain,pd,Public domain,False,false,Ferrante Pallavicino|1673 books|PD-old-100-expired|Files uploaded by Yann Forget|DjVu files in Italian|Scans from the Internet Archive/unverified|Images with extracted images|CC-PD-Mark|Scans from the Internet Archive|Books without Wikidata item|PD-old missing SDC copyright status,Creative Commons Attribution-Share Alike 4.0,https://creativecommons.org/licenses/by-sa/4.0/deed.it,Wikisource work period=1673; author=Ferrante Pallavicino; Commons license=Public domain,editor=; translator=; illustrator=; publisher=,https://commons.wikimedia.org/wiki/File:Pallavicino_-_La_rettorica_delle_puttane.djvu,Attribute Italian Wikisource contributors through the stable work page/history; retain the CC BY-SA 4.0 license link and exact source-scan credit.,MediaWiki/ProofreadPage markup and identified apparatus were removed; spelling and punctuation of retained primary text were preserved.,Processed text remains inactive pending cross-archive and training-lineage freeze; redistributed adaptations must preserve applicable ShareAlike obligations.,2026-08-11T11:01:40Z,rights_pass,Commons marks the exact scan file non-copyrighted/public domain and Wikisource pins CC BY-SA 4.0 transcription terms.
itws-scan:580092,"Pancaldi - Idea di progetto di una supposta strada ferrata nella provincia di Bologna, 1842.djvu","https://it.wikisource.org/wiki/Indice:Pancaldi_-_Idea_di_progetto_di_una_supposta_strada_ferrata_nella_provincia_di_Bologna,_1842.djvu",2802525,"File:Pancaldi - Idea di progetto di una supposta strada ferrata nella provincia di Bologna, 1842.djvu","https://commons.wikimedia.org/wiki/File:Pancaldi_-_Idea_di_progetto_di_una_supposta_strada_ferrata_nella_provincia_di_Bologna,_1842.djvu",65772325,Pietro Pancaldi,,,,,,1842,{{IA|PancaldiProgettoStradaFerrataBologna}},Pietro Pancaldi,Internet Archive identifier: PancaldiProgettoStradaFerrataBologna,Public domain,pd,Public domain,False,false,PD-old-70-expired|1840 books|DjVu files in Italian|Scans from the Internet Archive/unverified|Images with extracted images|CC-PD-Mark|1840 in rail transport in Italy|Scans from the Internet Archive|Books without Wikidata item|PD-old missing SDC copyright status,Creative Commons Attribution-Share Alike 4.0,https://creativecommons.org/licenses/by-sa/4.0/deed.it,Wikisource work period=1842; author=Pietro Pancaldi; Commons license=Public domain,editor=; translator=; illustrator=; publisher=,"https://commons.wikimedia.org/wiki/File:Pancaldi_-_Idea_di_progetto_di_una_supposta_strada_ferrata_nella_provincia_di_Bologna,_1842.djvu",Attribute Italian Wikisource contributors through the stable work page/history; retain the CC BY-SA 4.0 license link and exact source-scan credit.,MediaWiki/ProofreadPage markup and identified apparatus were removed; spelling and punctuation of retained primary text were preserved.,Processed text remains inactive pending cross-archive and training-lineage freeze; redistributed adaptations must preserve applicable ShareAlike obligations.,2026-08-11T11:01:40Z,rights_pass,Commons marks the exact scan file non-copyrighted/public domain and Wikisource pins CC BY-SA 4.0 transcription terms.
itws-scan:580773,"Pancaldi - Sulla rete delle strade ferrate del Nord Ovest dell'Italia, 1856.djvu","https://it.wikisource.org/wiki/Indice:Pancaldi_-_Sulla_rete_delle_strade_ferrate_del_Nord_Ovest_dell'Italia,_1856.djvu",2786283,"File:Pancaldi - Sulla rete delle strade ferrate del Nord Ovest dell'Italia, 1856.djvu","https://commons.wikimedia.org/wiki/File:Pancaldi_-_Sulla_rete_delle_strade_ferrate_del_Nord_Ovest_dell%27Italia,_1856.djvu",65772306,Pietro Pancaldi,,,,,Bologna,1856,{{IA|PancaldiReteStradeFerrateNordOvest}},Pietro Pancaldi,Internet Archive identifier: PancaldiReteStradeFerrateNordOvest,Public domain,pd,Public domain,False,false,PD-old-70-expired|DjVu files in Italian|Scans from the Internet Archive/unverified|CC-PD-Mark|Scans from the Internet Archive|Books without Wikidata item|PD-old missing SDC copyright status,Creative Commons Attribution-Share Alike 4.0,https://creativecommons.org/licenses/by-sa/4.0/deed.it,Wikisource work period=1856; author=Pietro Pancaldi; Commons license=Public domain,editor=; translator=; illustrator=; publisher=,"https://commons.wikimedia.org/wiki/File:Pancaldi_-_Sulla_rete_delle_strade_ferrate_del_Nord_Ovest_dell%27Italia,_1856.djvu",Attribute Italian Wikisource contributors through the stable work page/history; retain the CC BY-SA 4.0 license link and exact source-scan credit.,MediaWiki/ProofreadPage markup and identified apparatus were removed; spelling and punctuation of retained primary text were preserved.,Processed text remains inactive pending cross-archive and training-lineage freeze; redistributed adaptations must preserve applicable ShareAlike obligations.,2026-08-11T11:01:40Z,rights_pass,Commons marks the exact scan file non-copyrighted/public domain and Wikisource pins CC BY-SA 4.0 transcription terms.
itws-scan:110243,Panegirico a Trajano.djvu,https://it.wikisource.org/wiki/Indice:Panegirico_a_Trajano.djvu,2847019,File:Panegirico a Trajano.djvu,https://commons.wikimedia.org/wiki/File:Panegirico_a_Trajano.djvu,7051252,Vittorio Alfieri,,,,François-Ambroise Didot,Parigi,1789,{{GB|bX_MPQAACAAJ}},Vittorio Alfieri,Google Books,Public domain,pd,Public domain,False,false,1789 books|Books with Wikidata item|PD-old-100-expired|Works by Vittorio Alfieri|PD-scan (PD-old-100-expired)|DjVu files in Italian|Scans from Google Books|CC-PD-Mark|PD-old missing SDC copyright status|Artworks digital representation of unclassified work,Creative Commons Attribution-Share Alike 4.0,https://creativecommons.org/licenses/by-sa/4.0/deed.it,Wikisource work period=1789; author=Vittorio Alfieri; Commons license=Public domain,editor=; translator=; illustrator=; publisher=François-Ambroise Didot,https://commons.wikimedia.org/wiki/File:Panegirico_a_Trajano.djvu,Attribute Italian Wikisource contributors through the stable work page/history; retain the CC BY-SA 4.0 license link and exact source-scan credit.,MediaWiki/ProofreadPage markup and identified apparatus were removed; spelling and punctuation of retained primary text were preserved.,Processed text remains inactive pending cross-archive and training-lineage freeze; redistributed adaptations must preserve applicable ShareAlike obligations.,2026-08-11T11:01:40Z,rights_pass,Commons marks the exact scan file non-copyrighted/public domain and Wikisource pins CC BY-SA 4.0 transcription terms.
itws-scan:503629,"Panzini - Il libro dei morti, 1893.djvu","https://it.wikisource.org/wiki/Indice:Panzini_-_Il_libro_dei_morti,_1893.djvu",2300013,"File:Panzini - Il libro dei morti, 1893.djvu","https://commons.wikimedia.org/wiki/File:Panzini_-_Il_libro_dei_morti,_1893.djvu",57430629,Alfredo Panzini,,,,Casa editrice Galli,Milano,1893,{{IA|illibrodeimortir00panzuoft}},Alfredo Panzini,https://archive.org/details/illibrodeimortir00panzuoft,Public domain,pd,Public domain,False,false,PD-old-70-expired|PD-scan (PD-old-70-expired)|DjVu files in Italian|Images with extracted images|CC-PD-Mark|Books without Wikidata item|1893 books from Milan|Books published by Casa editrice Galli|Books by Alfredo Panzini|1893 books in Italian,Creative Commons Attribution-Share Alike 4.0,https://creativecommons.org/licenses/by-sa/4.0/deed.it,Wikisource work period=1893; author=Alfredo Panzini; Commons license=Public domain,editor=; translator=; illustrator=; publisher=Casa editrice Galli,"https://commons.wikimedia.org/wiki/File:Panzini_-_Il_libro_dei_morti,_1893.djvu",Attribute Italian Wikisource contributors through the stable work page/history; retain the CC BY-SA 4.0 license link and exact source-scan credit.,MediaWiki/ProofreadPage markup and identified apparatus were removed; spelling and punctuation of retained primary text were preserved.,Processed text remains inactive pending cross-archive and training-lineage freeze; redistributed adaptations must preserve applicable ShareAlike obligations.,2026-08-11T11:01:40Z,rights_pass,Commons marks the exact scan file non-copyrighted/public domain and Wikisource pins CC BY-SA 4.0 transcription terms.
itws-scan:833162,"Papa Gregorio XVI - Chirografo sul sistema monetario, Stamperia della Reverenda Camera Apostolica, 1835.djvu","https://it.wikisource.org/wiki/Indice:Papa_Gregorio_XVI_-_Chirografo_sul_sistema_monetario,_Stamperia_della_Reverenda_Camera_Apostolica,_1835.djvu",3224394,"File:Papa Gregorio XVI - Chirografo sul sistema monetario, Stamperia della Reverenda Camera Apostolica, 1835.djvu","https://commons.wikimedia.org/wiki/File:Papa_Gregorio_XVI_-_Chirografo_sul_sistema_monetario,_Stamperia_della_Reverenda_Camera_Apostolica,_1835.djvu",117620622,Papa Gregorio XVI,,,,Stamperia della Reverenda Camera Apostolica,Roma,1835,{{GB|_QhBGOAZq-AC}},Creator:Papa Gregorio XVI,https://books.google.it/books?id=_QhBGOAZq-AC,Public domain,pd,Public domain,False,false,1835 books|PD Old|PD-scan (PD-old-70)|DjVu files in Italian|Scanned Italian texts|Italian Wikisource books|CC-PD-Mark|Books without Wikidata item|PD-old missing SDC copyright status|Books by Papa Gregorio XVI,Creative Commons Attribution-Share Alike 4.0,https://creativecommons.org/licenses/by-sa/4.0/deed.it,Wikisource work period=1835; author=Papa Gregorio XVI; Commons license=Public domain,editor=; translator=; illustrator=; publisher=Stamperia della Reverenda Camera Apostolica,"https://commons.wikimedia.org/wiki/File:Papa_Gregorio_XVI_-_Chirografo_sul_sistema_monetario,_Stamperia_della_Reverenda_Camera_Apostolica,_1835.djvu",Attribute Italian Wikisource contributors through the stable work page/history; retain the CC BY-SA 4.0 license link and exact source-scan credit.,MediaWiki/ProofreadPage markup and identified apparatus were removed; spelling and punctuation of retained primary text were preserved.,Processed text remains inactive pending cross-archive and training-lineage freeze; redistributed adaptations must preserve applicable ShareAlike obligations.,2026-08-11T11:01:40Z,rights_pass,Commons marks the exact scan file non-copyrighted/public domain and Wikisource pins CC BY-SA 4.0 transcription terms.
itws-scan:829079,"Papa Pio IX - Ai suoi dilettissimi sudditi, 1848.djvu","https://it.wikisource.org/wiki/Indice:Papa_Pio_IX_-_Ai_suoi_dilettissimi_sudditi,_1848.djvu",3131564,"File:Papa Pio IX - Ai suoi dilettissimi sudditi, 1848.djvu","https://commons.wikimedia.org/wiki/File:Papa_Pio_IX_-_Ai_suoi_dilettissimi_sudditi,_1848.djvu",116787799,Papa Pio IX / Giacomo Antonelli,,,,,,1848,{{GB|Dpu8RoNGWs0C}},Creator:Papa Pio IX / Creator:Giacomo Antonelli,https://books.google.it/books?id=Dpu8RoNGWs0C,Public domain,pd,Public domain,False,false,PD-old-70-expired|1848 books|PD-scan (PD-old-70-expired)|DjVu files in Italian|Scanned Italian texts|Italian Wikisource books|CC-PD-Mark|Books without Wikidata item|Books by Giacomo Antonelli|Books by Papa Pio IX,Creative Commons Attribution-Share Alike 4.0,https://creativecommons.org/licenses/by-sa/4.0/deed.it,Wikisource work period=1848; author=Papa Pio IX / Giacomo Antonelli; Commons license=Public domain,editor=; translator=; illustrator=; publisher=,"https://commons.wikimedia.org/wiki/File:Papa_Pio_IX_-_Ai_suoi_dilettissimi_sudditi,_1848.djvu",Attribute Italian Wikisource contributors through the stable work page/history; retain the CC BY-SA 4.0 license link and exact source-scan credit.,MediaWiki/ProofreadPage markup and identified apparatus were removed; spelling and punctuation of retained primary text were preserved.,Processed text remains inactive pending cross-archive and training-lineage freeze; redistributed adaptations must preserve applicable ShareAlike obligations.,2026-08-11T11:01:40Z,rights_pass,Commons marks the exact scan file non-copyrighted/public domain and Wikisource pins CC BY-SA 4.0 transcription terms.
itws-scan:557565,"Parabosco, Girolamo – Novellieri minori del Cinquecento, 1912 – BEIC 1887777.djvu","https://it.wikisource.org/wiki/Indice:Parabosco,_Girolamo_%E2%80%93_Novellieri_minori_del_Cinquecento,_1912_%E2%80%93_BEIC_1887777.djvu",2740593,"File:Parabosco, Girolamo – Novellieri minori del Cinquecento, 1912 – BEIC 1887777.djvu","https://commons.wikimedia.org/wiki/File:Parabosco,_Girolamo_%E2%80%93_Novellieri_minori_del_Cinquecento,_1912_%E2%80%93_BEIC_1887777.djvu",64832338,Girolamo Parabosco/Sebastiano Erizzo,Giuseppe Gigli/Fausto Nicolini,,,Laterza,Bari,1912,{{IA|040NovellieriSi190}},Girolamo Parabosco,Internet Archive identifier: 040NovellieriSi190,Public domain,pd,Public domain,False,false,Girolamo Parabosco|Scrittori d'Italia (Laterza)|1912 books|PD-old-100-expired|PD-scan (PD-old-100-expired)|DjVu files in Italian|Scans from the Internet Archive/unverified|CC-PD-Mark|Scans from the Internet Archive|Books published in Bari|Books without Wikidata item,Creative Commons Attribution-Share Alike 4.0,https://creativecommons.org/licenses/by-sa/4.0/deed.it,Wikisource work period=1912; author=Girolamo Parabosco/Sebastiano Erizzo; Commons license=Public domain,editor=Giuseppe Gigli/Fausto Nicolini; translator=; illustrator=; publisher=Laterza,"https://commons.wikimedia.org/wiki/File:Parabosco,_Girolamo_%E2%80%93_Novellieri_minori_del_Cinquecento,_1912_%E2%80%93_BEIC_1887777.djvu",Attribute Italian Wikisource contributors through the stable work page/history; retain the CC BY-SA 4.0 license link and exact source-scan credit.,MediaWiki/ProofreadPage markup and identified apparatus were removed; spelling and punctuation of retained primary text were preserved.,Processed text remains inactive pending cross-archive and training-lineage freeze; redistributed adaptations must preserve applicable ShareAlike obligations.,2026-08-11T11:01:40Z,rights_pass,Commons marks the exact scan file non-copyrighted/public domain and Wikisource pins CC BY-SA 4.0 transcription terms.
itws-scan:594671,"Parini, Giuseppe – Prose, Vol. II, 1915 – BEIC 1892399.djvu","https://it.wikisource.org/wiki/Indice:Parini,_Giuseppe_%E2%80%93_Prose,_Vol._II,_1915_%E2%80%93_BEIC_1892399.djvu",2740627,"File:Parini, Giuseppe – Prose, Vol. II, 1915 – BEIC 1892399.djvu","https://commons.wikimedia.org/wiki/File:Parini,_Giuseppe_%E2%80%93_Prose,_Vol._II,_1915_%E2%80%93_BEIC_1892399.djvu",69027070,Giuseppe Parini,Egidio Bellorini,,,Laterza,Bari,1915,{{IA|071PariniProse2Si196}},Giuseppe Parini,Available in the BEIC digital library and uploaded in partnership with BEIC Foundation.,Public domain,pd,Public domain,False,false,Scrittori d'Italia (Laterza)|Media from BEIC|1915 books|PD-old-100-expired|PD-scan (PD-old-100-expired)|DjVu files in Italian|CC-PD-Mark|Works by Giuseppe Parini|Books published in Bari|Books without Wikidata item,Creative Commons Attribution-Share Alike 4.0,https://creativecommons.org/licenses/by-sa/4.0/deed.it,Wikisource work period=1915; author=Giuseppe Parini; Commons license=Public domain,editor=Egidio Bellorini; translator=; illustrator=; publisher=Laterza,"https://commons.wikimedia.org/wiki/File:Parini,_Giuseppe_%E2%80%93_Prose,_Vol._II,_1915_%E2%80%93_BEIC_1892399.djvu",Attribute Italian Wikisource contributors through the stable work page/history; retain the CC BY-SA 4.0 license link and exact source-scan credit.,MediaWiki/ProofreadPage markup and identified apparatus were removed; spelling and punctuation of retained primary text were preserved.,Processed text remains inactive pending cross-archive and training-lineage freeze; redistributed adaptations must preserve applicable ShareAlike obligations.,2026-08-11T11:01:40Z,rights_pass,Commons marks the exact scan file non-copyrighted/public domain and Wikisource pins CC BY-SA 4.0 transcription terms.
itws-scan:827160,"Parlamento subalpino - Atti parlamentari, 1848.pdf","https://it.wikisource.org/wiki/Indice:Parlamento_subalpino_-_Atti_parlamentari,_1848.pdf",3077691,"File:Parlamento subalpino - Atti parlamentari, 1848.pdf","https://commons.wikimedia.org/wiki/File:Parlamento_subalpino_-_Atti_parlamentari,_1848.pdf",116465654,Parlamento del Regno di Sardegna,Amedeo Pinelli/Paolo Trompeo,,,Tipografia Eredi Botta,Torino,1855,{{GB|E4tQAAAAYAAJ}},Kingdom of Sardinia,Google Books,Public domain,pd,Public domain,False,false,Kingdom of Sardinia|Scanned Italian texts|1855 books from Italy|Italian Wikisource books|PD-Italy-EdictGov|Chamber of Deputies (Kingdom of Sardinia)|Italian-language PDF files,Creative Commons Attribution-Share Alike 4.0,https://creativecommons.org/licenses/by-sa/4.0/deed.it,Wikisource work period=1855; author=Parlamento del Regno di Sardegna; Commons license=Public domain,editor=Amedeo Pinelli/Paolo Trompeo; translator=; illustrator=; publisher=Tipografia Eredi Botta,"https://commons.wikimedia.org/wiki/File:Parlamento_subalpino_-_Atti_parlamentari,_1848.pdf",Attribute Italian Wikisource contributors through the stable work page/history; retain the CC BY-SA 4.0 license link and exact source-scan credit.,MediaWiki/ProofreadPage markup and identified apparatus were removed; spelling and punctuation of retained primary text were preserved.,Processed text remains inactive pending cross-archive and training-lineage freeze; redistributed adaptations must preserve applicable ShareAlike obligations.,2026-08-11T11:01:40Z,rights_pass,Commons marks the exact scan file non-copyrighted/public domain and Wikisource pins CC BY-SA 4.0 transcription terms.
itws-scan:346550,Pastor fido.djvu,https://it.wikisource.org/wiki/Indice:Pastor_fido.djvu,3528549,File:Pastor fido.djvu,https://commons.wikimedia.org/wiki/File:Pastor_fido.djvu,32766243,Battista Guarini,,,,Francescho di Franceschi Senese,Venezia,1592,{{IA|image144TeatroOpal}},Giovanni Battista Guarini,Internet Archive identifier: image144TeatroOpal,Public domain,pd,Public domain,False,false,Il pastor fido|1592 books|PD-old-100-expired|PD-scan (PD-old-100-expired)|DjVu files in Italian|Scans from the Internet Archive/unverified|CC-PD-Mark|Scans from the Internet Archive|Books without Wikidata item|PD-old missing SDC copyright status,Creative Commons Attribution-Share Alike 4.0,https://creativecommons.org/licenses/by-sa/4.0/deed.it,Wikisource work period=1592; author=Battista Guarini; Commons license=Public domain,editor=; translator=; illustrator=; publisher=Francescho di Franceschi Senese,https://commons.wikimedia.org/wiki/File:Pastor_fido.djvu,Attribute Italian Wikisource contributors through the stable work page/history; retain the CC BY-SA 4.0 license link and exact source-scan credit.,MediaWiki/ProofreadPage markup and identified apparatus were removed; spelling and punctuation of retained primary text were preserved.,Processed text remains inactive pending cross-archive and training-lineage freeze; redistributed adaptations must preserve applicable ShareAlike obligations.,2026-08-11T11:01:40Z,rights_pass,Commons marks the exact scan file non-copyrighted/public domain and Wikisource pins CC BY-SA 4.0 transcription terms.
itws-scan:496925,"Peano - Principii di geometria, 1889.djvu","https://it.wikisource.org/wiki/Indice:Peano_-_Principii_di_geometria,_1889.djvu",3476520,"File:Peano - Principii di geometria, 1889.djvu","https://commons.wikimedia.org/wiki/File:Peano_-_Principii_di_geometria,_1889.djvu",56530493,Giuseppe Peano,,,,Fratelli Bocca Editori,Torino,1889,{{IA|abv4128.0001.001.umich.edu}},Giuseppe Peano,Internet Archive identifier: abv4128.0001.001.umich.edu,Public domain,pd,Public domain,False,false,1889 books|Books with Wikidata item|Fratelli Bocca Editori|PD-scan (PD-old-auto-expired)|DjVu files in Italian|Scans from the Internet Archive/unverified|PD-old-80-expired|CC-PD-Mark|Scans from the Internet Archive|Books about geometry|1889 in mathematics|Artworks digital representation of unclassified work|Books by Giuseppe Peano|DjVu files of books about mathematics,Creative Commons Attribution-Share Alike 4.0,https://creativecommons.org/licenses/by-sa/4.0/deed.it,Wikisource work period=1889; author=Giuseppe Peano; Commons license=Public domain,editor=; translator=; illustrator=; publisher=Fratelli Bocca Editori,"https://commons.wikimedia.org/wiki/File:Peano_-_Principii_di_geometria,_1889.djvu",Attribute Italian Wikisource contributors through the stable work page/history; retain the CC BY-SA 4.0 license link and exact source-scan credit.,MediaWiki/ProofreadPage markup and identified apparatus were removed; spelling and punctuation of retained primary text were preserved.,Processed text remains inactive pending cross-archive and training-lineage freeze; redistributed adaptations must preserve applicable ShareAlike obligations.,2026-08-11T11:01:40Z,rights_pass,Commons marks the exact scan file non-copyrighted/public domain and Wikisource pins CC BY-SA 4.0 transcription terms.
itws-scan:339272,Pei monumenti storici del Friuli.djvu,https://it.wikisource.org/wiki/Indice:Pei_monumenti_storici_del_Friuli.djvu,2689344,File:Pei monumenti storici del Friuli.djvu,https://commons.wikimedia.org/wiki/File:Pei_monumenti_storici_del_Friuli.djvu,30787000,Jacopo Pirona,,,,Tipografia Trombetti - Murero,Udine,1833,{{GB|ta4AAAAAcAAJ}},Jacopo Pirona,Pei monumenti storici del Friuli on Google Books,Public domain,pd,Public domain,False,false,Author died more than 100 years ago public domain images|History of Friuli-Venezia Giulia|Architecture in Friuli-Venezia Giulia|PD-scan (PD-old-100)|DjVu files in Italian|Images with extracted images|CC-PD-Mark|PD-old missing SDC copyright status,Creative Commons Attribution-Share Alike 4.0,https://creativecommons.org/licenses/by-sa/4.0/deed.it,Wikisource work period=1833; author=Jacopo Pirona; Commons license=Public domain,editor=; translator=; illustrator=; publisher=Tipografia Trombetti - Murero,https://commons.wikimedia.org/wiki/File:Pei_monumenti_storici_del_Friuli.djvu,Attribute Italian Wikisource contributors through the stable work page/history; retain the CC BY-SA 4.0 license link and exact source-scan credit.,MediaWiki/ProofreadPage markup and identified apparatus were removed; spelling and punctuation of retained primary text were preserved.,Processed text remains inactive pending cross-archive and training-lineage freeze; redistributed adaptations must preserve applicable ShareAlike obligations.,2026-08-11T11:01:40Z,rights_pass,Commons marks the exact scan file non-copyrighted/public domain and Wikisource pins CC BY-SA 4.0 transcription terms.
itws-scan:757246,Pellegrino Rossi e la rivoluzione romana I.pdf,https://it.wikisource.org/wiki/Indice:Pellegrino_Rossi_e_la_rivoluzione_romana_I.pdf,2730669,File:Pellegrino Rossi e la rivoluzione romana I.pdf,https://commons.wikimedia.org/wiki/File:Pellegrino_Rossi_e_la_rivoluzione_romana_I.pdf,96052368,Raffaello Giovagnoli,,,,Forzani e c. Tipografi del Senato,Roma,1898,{{IA|pellegrino-rossi-e-la-rivoluzione-romana}},Raffaello Giovagnoli,Internet Archive identifier: pellegrino-rossi-e-la-rivoluzione-romana,Public domain,pd,Public domain,False,false,Scans from the Internet Archive/unverified|Images with extracted images|PD US expired|PD-old-100|CC-PD-Mark|Scans from the Internet Archive|Books without Wikidata item|Pellegrino Rossi e la rivoluzione romana,Creative Commons Attribution-Share Alike 4.0,https://creativecommons.org/licenses/by-sa/4.0/deed.it,Wikisource work period=1898; author=Raffaello Giovagnoli; Commons license=Public domain,editor=; translator=; illustrator=; publisher=Forzani e c. Tipografi del Senato,https://commons.wikimedia.org/wiki/File:Pellegrino_Rossi_e_la_rivoluzione_romana_I.pdf,Attribute Italian Wikisource contributors through the stable work page/history; retain the CC BY-SA 4.0 license link and exact source-scan credit.,MediaWiki/ProofreadPage markup and identified apparatus were removed; spelling and punctuation of retained primary text were preserved.,Processed text remains inactive pending cross-archive and training-lineage freeze; redistributed adaptations must preserve applicable ShareAlike obligations.,2026-08-11T11:01:40Z,rights_pass,Commons marks the exact scan file non-copyrighted/public domain and Wikisource pins CC BY-SA 4.0 transcription terms.
