ebook_id,title,authors,author_birth_years,author_death_years,languages,subjects,bookshelves,download_count,copyright,media_type,landing_page_url,plain_text_url,preliminary_role,period_bucket,inventory_status,genre_evidence,period_evidence,language_variety_evidence,translation_evidence,existing_project_source_ids,possible_existing_work_matches,intra_gutenberg_duplicate_ids,notes,resolution_evidence_required
11492,Il Tenente dei Lancieri: Romanzo,"Rovetta, Gerolamo",1854,1910,it,Fiction,Category: Novels;IT Romanzi,291,False,Text,https://www.gutenberg.org/ebooks/11492,https://www.gutenberg.org/ebooks/11492.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1910,,,,,,Metadata-only role; full-text and edition audit required before activation.,"work first-publication year from a title page, catalog record, or authoritative bibliography"
11644,La notte del Commendatore,"Barrili, Anton Giulio",1836,1908,it,Fiction,Category: Novels;IT Romanzi,373,False,Text,https://www.gutenberg.org/ebooks/11644,https://www.gutenberg.org/ebooks/11644.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1908,,,,,,Metadata-only role; full-text and edition audit required before activation.,"work first-publication year from a title page, catalog record, or authoritative bibliography"
11724,Roberta,"Zùccoli, Luciano",1868,1929,it,Italian fiction -- 19th century,Category: Novels;IT Romanzi,281,False,Text,https://www.gutenberg.org/ebooks/11724,https://www.gutenberg.org/ebooks/11724.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1929,,,,,,Metadata-only role; full-text and edition audit required before activation.,"work first-publication year from a title page, catalog record, or authoritative bibliography"
12446,Il Designato: Romanzo,"Zùccoli, Luciano",1868,1929,it,Fiction,Category: Novels;IT Romanzi,319,False,Text,https://www.gutenberg.org/ebooks/12446,https://www.gutenberg.org/ebooks/12446.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1929,,,,,,Metadata-only role; full-text and edition audit required before activation.,"work first-publication year from a title page, catalog record, or authoritative bibliography"
14370,Zanetto; and Cavalleria Rusticana,,,,en;it,Operas -- Librettos,Category: Plays/Films/Dramas;IT Musica;Opera,558,False,Text,https://www.gutenberg.org/ebooks/14370,https://www.gutenberg.org/ebooks/14370.txt.utf-8,date_and_role_review,unknown,review_missing_period_evidence,,no author dates in catalog metadata,,,,,,Metadata-only role; full-text and edition audit required before activation.,"author/work dates from a title page, catalog record, or authoritative bibliography"
17035,Il Principe della Marsiliana: Romanzo romano,"Perodi, Emma",1850,1918,it,Fiction,Category: Novels;IT Romanzi,351,False,Text,https://www.gutenberg.org/ebooks/17035,https://www.gutenberg.org/ebooks/17035.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1918,,,,,,Metadata-only role; full-text and edition audit required before activation.,"work first-publication year from a title page, catalog record, or authoritative bibliography"
17687,Il libro delle figurazioni ideali,"Lucini, Gian Pietro",1867,1914,it,Poetry,Category: Philosophy & Ethics;Category: Poetry;IT Poesia,346,False,Text,https://www.gutenberg.org/ebooks/17687,https://www.gutenberg.org/ebooks/17687.txt.utf-8,historical_non_sonnet_poetry_candidate,author_died_after_1900_review,review_work_publication_date,Poetry,latest catalog author death year=1914,,,,,,Metadata-only role; full-text and edition audit required before activation.,"work first-publication year from a title page, catalog record, or authoritative bibliography"
17805,Lezioni e Racconti per i bambini,"Baccini, Ida",1850,1911,it,Children's stories;Readers,Category: Children & Young Adult Reading;IT Letteratura per ragazzi,462,False,Text,https://www.gutenberg.org/ebooks/17805,https://www.gutenberg.org/ebooks/17805.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1911,,,,,,Metadata-only role; full-text and edition audit required before activation.,"work first-publication year from a title page, catalog record, or authoritative bibliography"
17836,Nel paese dei dollari: Tre anni a New-York,"Rossi, Adolfo",1857,1921,it,Italians -- New York (State) -- New York;New York (N.Y.) -- Social life and customs -- 19th century,Category: American Literature;Category: Novels;IT Viaggi,263,False,Text,https://www.gutenberg.org/ebooks/17836,https://www.gutenberg.org/ebooks/17836.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1921,,,,,,Metadata-only role; full-text and edition audit required before activation.,"work first-publication year from a title page, catalog record, or authoritative bibliography"
17838,L'aeroplano del papa: Romanzo profetico in versi liberi,"Marinetti, F. T.",1876,1944,it,Poetry,Category: French Literature;Category: Novels;Category: Poetry;IT Poesia,425,False,Text,https://www.gutenberg.org/ebooks/17838,https://www.gutenberg.org/ebooks/17838.txt.utf-8,historical_non_sonnet_poetry_candidate,author_died_after_1900_review,review_work_publication_date,versi,latest catalog author death year=1944,,,,,,Metadata-only role; full-text and edition audit required before activation.,"work first-publication year from a title page, catalog record, or authoritative bibliography"
17847,Rime di Argia Sbolenfi: con prefazione di Lorenzo Stecchetti,"Guerrini, Olindo",1845,1916,it,Poetry,Category: Humour;Category: Poetry;IT Poesia,299,False,Text,https://www.gutenberg.org/ebooks/17847,https://www.gutenberg.org/ebooks/17847.txt.utf-8,historical_non_sonnet_poetry_candidate,author_died_after_1900_review,review_work_publication_date,Rime,latest catalog author death year=1916,,,,,,Metadata-only role; full-text and edition audit required before activation.,"work first-publication year from a title page, catalog record, or authoritative bibliography"
17850,La pergamena distrutta: Romanzo del secolo XVI,"Mulazzi, Virginia",,,it,Historical fiction,Category: Historical Novels;Category: Novels;Historical Fiction;IT Romanzi storici,345,False,Text,https://www.gutenberg.org/ebooks/17850,https://www.gutenberg.org/ebooks/17850.txt.utf-8,date_and_role_review,unknown,review_missing_period_evidence,,one or more authors have no death year,,,,,,Metadata-only role; full-text and edition audit required before activation.,"author/work dates from a title page, catalog record, or authoritative bibliography"
17852,Senz'Amore,"Colombi, marchesa",1840,1920,it,Fiction,Category: Novels;Historical Fiction;IT Romanzi,268,False,Text,https://www.gutenberg.org/ebooks/17852,https://www.gutenberg.org/ebooks/17852.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1920,,,,,,Metadata-only role; full-text and edition audit required before activation.,"work first-publication year from a title page, catalog record, or authoritative bibliography"
17853,Ricordi di Parigi,"De Amicis, Edmondo",1846,1908,it,"Hugo, Victor, 1802-1885;Paris (France) -- Description and travel;Zola, Émile, 1840-1902",Category: Travel Writing;Historical Fiction;IT Viaggi,328,False,Text,https://www.gutenberg.org/ebooks/17853,https://www.gutenberg.org/ebooks/17853.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1908,,,,,,Metadata-only role; full-text and edition audit required before activation.,"work first-publication year from a title page, catalog record, or authoritative bibliography"
17858,Il ritratto del diavolo,"Barrili, Anton Giulio",1836,1908,it,Fiction,Category: Historical Novels;Category: Novels;IT Romanzi,270,False,Text,https://www.gutenberg.org/ebooks/17858,https://www.gutenberg.org/ebooks/17858.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1908,,,,,,Metadata-only role; full-text and edition audit required before activation.,"work first-publication year from a title page, catalog record, or authoritative bibliography"
17874,Tre racconti sentimentali,"Bettoni, Paolo",,,it,Short stories,Category: Short Stories;IT Racconti,268,False,Text,https://www.gutenberg.org/ebooks/17874,https://www.gutenberg.org/ebooks/17874.txt.utf-8,date_and_role_review,unknown,review_missing_period_evidence,,one or more authors have no death year,,,,,,Metadata-only role; full-text and edition audit required before activation.,"author/work dates from a title page, catalog record, or authoritative bibliography"
17876,Come le foglie,"Giacosa, Giuseppe",1847,1906,it,Italian drama (Comedy) -- 19th century,Category: Plays/Films/Dramas;IT Teatro in prosa,295,False,Text,https://www.gutenberg.org/ebooks/17876,https://www.gutenberg.org/ebooks/17876.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1906,,,,,,Metadata-only role; full-text and edition audit required before activation.,"work first-publication year from a title page, catalog record, or authoritative bibliography"
17896,Carta bollata,"Farina, Salvatore",1846,1918,it,Fiction,Category: Novels;IT Romanzi,276,False,Text,https://www.gutenberg.org/ebooks/17896,https://www.gutenberg.org/ebooks/17896.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1918,,,,,,Metadata-only role; full-text and edition audit required before activation.,"work first-publication year from a title page, catalog record, or authoritative bibliography"
17905,Vecchie cadenze e nuove,"De Marchi, Emilio",1851,1901,it,Poetry,Category: Poetry;IT Poesia,318,False,Text,https://www.gutenberg.org/ebooks/17905,https://www.gutenberg.org/ebooks/17905.txt.utf-8,historical_non_sonnet_poetry_candidate,author_died_after_1900_review,review_work_publication_date,Poetry,latest catalog author death year=1901,,,,,,Metadata-only role; full-text and edition audit required before activation.,"work first-publication year from a title page, catalog record, or authoritative bibliography"
17907,Tempesta e bonaccia: Romanzo senza eroi,"Colombi, marchesa",1840,1920,it,Fiction,Category: Novels;Category: Romance;IT Romanzi,333,False,Text,https://www.gutenberg.org/ebooks/17907,https://www.gutenberg.org/ebooks/17907.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1920,,,,,,Metadata-only role; full-text and edition audit required before activation.,"work first-publication year from a title page, catalog record, or authoritative bibliography"
17908,Nel sogno,Neera,1846,1918,it,Fiction,Category: Novels;IT Romanzi,293,False,Text,https://www.gutenberg.org/ebooks/17908,https://www.gutenberg.org/ebooks/17908.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1918,,,,,,Metadata-only role; full-text and edition audit required before activation.,"work first-publication year from a title page, catalog record, or authoritative bibliography"
17909,Le Amanti,"Serao, Matilde",1856,1927,it,Short stories,Category: Novels;IT Racconti,291,False,Text,https://www.gutenberg.org/ebooks/17909,https://www.gutenberg.org/ebooks/17909.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1927,,,,,,Metadata-only role; full-text and edition audit required before activation.,"work first-publication year from a title page, catalog record, or authoritative bibliography"
17986,"Dialogo sopra la generatione de venti, baleni, tuoni, fulgori, fiumi, laghi, valli et montagne","Agrippa, Camillo",,,it,Meteorology -- Early works to 1800,Category: History - Early Modern (c. 1450-1750);Category: Philosophy & Ethics;Category: Science - Earth/Agricultural/Farming;IT Scienza,388,False,Text,https://www.gutenberg.org/ebooks/17986,https://www.gutenberg.org/ebooks/17986.txt.utf-8,date_and_role_review,unknown,review_missing_period_evidence,,one or more authors have no death year,,,,,,Metadata-only role; full-text and edition audit required before activation.,"author/work dates from a title page, catalog record, or authoritative bibliography"
18008,L'Amuleto,Neera,1846,1918,it,Fiction,Category: Novels;IT Romanzi,349,False,Text,https://www.gutenberg.org/ebooks/18008,https://www.gutenberg.org/ebooks/18008.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1918,,,,,,Metadata-only role; full-text and edition audit required before activation.,"work first-publication year from a title page, catalog record, or authoritative bibliography"
18046,Una notte fatale: ovvero il racconto dell'esiliato / bozzetti milanesi,"Porati, R. A.",,,it,Fiction,Category: Historical Novels;Category: Novels;Category: Romance;IT Romanzi,272,False,Text,https://www.gutenberg.org/ebooks/18046,https://www.gutenberg.org/ebooks/18046.txt.utf-8,date_and_role_review,unknown,review_missing_period_evidence,,one or more authors have no death year,,,,,,Metadata-only role; full-text and edition audit required before activation.,"author/work dates from a title page, catalog record, or authoritative bibliography"
18456,Enrico IV,"Pirandello, Luigi",1867,1936,it,Drama,Category: Plays/Films/Dramas;IT Teatro in prosa;Nobel Prizes in Literature,354,False,Text,https://www.gutenberg.org/ebooks/18456,https://www.gutenberg.org/ebooks/18456.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1936,,,,,,Metadata-only role; full-text and edition audit required before activation.,"work first-publication year from a title page, catalog record, or authoritative bibliography"
18457,Sei personaggi in cerca d'autore,"Pirandello, Luigi",1867,1936,it,Characters and characteristics in literature -- Drama,Category: Plays/Films/Dramas;IT Teatro in prosa;Nobel Prizes in Literature,565,False,Text,https://www.gutenberg.org/ebooks/18457,https://www.gutenberg.org/ebooks/18457.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1936,,,,,,Metadata-only role; full-text and edition audit required before activation.,"work first-publication year from a title page, catalog record, or authoritative bibliography"
19059,Col fuoco non si scherza,"De Marchi, Emilio",1851,1901,it,Fiction,Category: Novels;IT Romanzi,375,False,Text,https://www.gutenberg.org/ebooks/19059,https://www.gutenberg.org/ebooks/19059.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1901,,,,,,Metadata-only role; full-text and edition audit required before activation.,"work first-publication year from a title page, catalog record, or authoritative bibliography"
19060,Gli amanti: pastelli,"Serao, Matilde",1856,1927,it,"Italian fiction;Short stories, Italian",Category: Novels;Category: Romance;IT Racconti,334,False,Text,https://www.gutenberg.org/ebooks/19060,https://www.gutenberg.org/ebooks/19060.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1927,,,,,,Metadata-only role; full-text and edition audit required before activation.,"work first-publication year from a title page, catalog record, or authoritative bibliography"
19427,Galatea,"Barrili, Anton Giulio",1836,1908,it,Italian fiction,Category: Novels;IT Romanzi,244,False,Text,https://www.gutenberg.org/ebooks/19427,https://www.gutenberg.org/ebooks/19427.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1908,,,,,,Metadata-only role; full-text and edition audit required before activation.,"work first-publication year from a title page, catalog record, or authoritative bibliography"
19430,La Principessa,Jarro,1849,1915,it,Italian fiction -- 19th century,Category: Novels;IT Romanzi,282,False,Text,https://www.gutenberg.org/ebooks/19430,https://www.gutenberg.org/ebooks/19430.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1915,,,,,,Metadata-only role; full-text and edition audit required before activation.,"work first-publication year from a title page, catalog record, or authoritative bibliography"
19437,Amore bendato,"Farina, Salvatore",1846,1918,it,Fiction,Category: Novels;IT Romanzi,275,False,Text,https://www.gutenberg.org/ebooks/19437,https://www.gutenberg.org/ebooks/19437.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1918,,,,,,Metadata-only role; full-text and edition audit required before activation.,"work first-publication year from a title page, catalog record, or authoritative bibliography"
19442,Il fallo d'una donna onesta,"Castelnuovo, Enrico",1839,1915,it,Fiction,Category: Novels;IT Romanzi,274,False,Text,https://www.gutenberg.org/ebooks/19442,https://www.gutenberg.org/ebooks/19442.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1915,,,,,,Metadata-only role; full-text and edition audit required before activation.,"work first-publication year from a title page, catalog record, or authoritative bibliography"
19883,"Speranze e glorie; Le tre capitali: Torino, Firenze, Roma","De Amicis, Edmondo",1846,1908,it,"Cavallotti, Felice, 1842-1898;Florence (Italy) -- Description and travel;Garibaldi, Giuseppe, 1807-1882;Italy -- History -- 19th century;Rome (Italy) -- Description and travel;Socialism -- Italy -- History -- 19th century;Statesmen -- Italy -- Biography;Turin (Italy) -- Description and travel","Category: Essays, Letters & Speeches;Category: Teaching & Education;IT Scienze politiche",287,False,Text,https://www.gutenberg.org/ebooks/19883,https://www.gutenberg.org/ebooks/19883.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1908,,,,,,Metadata-only role; full-text and edition audit required before activation.,"work first-publication year from a title page, catalog record, or authoritative bibliography"
19884,Fante di picche,"Farina, Salvatore",1846,1918,it,Fiction;Short stories,Category: Novels;IT Racconti,228,False,Text,https://www.gutenberg.org/ebooks/19884,https://www.gutenberg.org/ebooks/19884.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1918,,,,,,Metadata-only role; full-text and edition audit required before activation.,"work first-publication year from a title page, catalog record, or authoritative bibliography"
19885,L'arte di prender marito,"Mantegazza, Paolo",1831,1910,it,Marriage,Category: Novels;IT Psicologia e Sociologia,333,False,Text,https://www.gutenberg.org/ebooks/19885,https://www.gutenberg.org/ebooks/19885.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1910,,,,,,Metadata-only role; full-text and edition audit required before activation.,"work first-publication year from a title page, catalog record, or authoritative bibliography"
19886,Fiore di leggende: Cantari antichi I - cantari leggendari,,,,it,Italian poetry,"Category: Adventure;Category: Mythology, Legends & Folklore;IT Poesia",257,False,Text,https://www.gutenberg.org/ebooks/19886,https://www.gutenberg.org/ebooks/19886.txt.utf-8,historical_non_sonnet_poetry_candidate,unknown,review_missing_period_evidence,poetry,no author dates in catalog metadata,,,,,,Metadata-only role; full-text and edition audit required before activation.,"author/work dates from a title page, catalog record, or authoritative bibliography"
19887,Dal vero,"Serao, Matilde",1856,1927,it,"Italian fiction;Short stories, Italian",Category: Novels;IT Racconti,282,False,Text,https://www.gutenberg.org/ebooks/19887,https://www.gutenberg.org/ebooks/19887.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1927,,,,,,Metadata-only role; full-text and edition audit required before activation.,"work first-publication year from a title page, catalog record, or authoritative bibliography"
19888,Nuove storie d'ogni colore,"De Marchi, Emilio",1851,1901,it,Fiction;Short stories,Category: Short Stories;IT Racconti,327,False,Text,https://www.gutenberg.org/ebooks/19888,https://www.gutenberg.org/ebooks/19888.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1901,,,,,,Metadata-only role; full-text and edition audit required before activation.,"work first-publication year from a title page, catalog record, or authoritative bibliography"
19894,In gondoleta: Barcarole e Rime Veneziane,"Negri, Antonio",,,it,Poetry,Category: Poetry;IT Poesia,252,False,Text,https://www.gutenberg.org/ebooks/19894,https://www.gutenberg.org/ebooks/19894.txt.utf-8,historical_non_sonnet_poetry_candidate,unknown,review_missing_period_evidence,Rime,one or more authors have no death year,,,,,,Metadata-only role; full-text and edition audit required before activation.,"author/work dates from a title page, catalog record, or authoritative bibliography"
20061,La disfatta,"Oriani, Alfredo",1852,1909,it,Fiction,Category: Novels;IT Romanzi,249,False,Text,https://www.gutenberg.org/ebooks/20061,https://www.gutenberg.org/ebooks/20061.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1909,,,,,,Metadata-only role; full-text and edition audit required before activation.,"work first-publication year from a title page, catalog record, or authoritative bibliography"
20182,La rovina,"Novaro, Angiolo Silvio",1866,1938,it,Fiction,Category: Novels;IT Romanzi,267,False,Text,https://www.gutenberg.org/ebooks/20182,https://www.gutenberg.org/ebooks/20182.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1938,,,,,,Metadata-only role; full-text and edition audit required before activation.,"work first-publication year from a title page, catalog record, or authoritative bibliography"
21420,La trovatella di Milano,"Invernizio, Carolina",1851,1916,it,Fiction,Category: Historical Novels;Category: Novels;IT Romanzi,3293,False,Text,https://www.gutenberg.org/ebooks/21420,https://www.gutenberg.org/ebooks/21420.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1916,,,,,,Metadata-only role; full-text and edition audit required before activation.,"work first-publication year from a title page, catalog record, or authoritative bibliography"
21422,Novelle lombarde,"Avancini, Avancinio",1866,1939,it,"Italian fiction -- 19th century;Short stories, Italian",Category: Short Stories;IT Racconti,4330,False,Text,https://www.gutenberg.org/ebooks/21422,https://www.gutenberg.org/ebooks/21422.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1939,,,,,,Metadata-only role; full-text and edition audit required before activation.,"work first-publication year from a title page, catalog record, or authoritative bibliography"
21423,L'infedele,"Serao, Matilde",1856,1927,it,Italian fiction,Category: Novels;IT Romanzi,2210,False,Text,https://www.gutenberg.org/ebooks/21423,https://www.gutenberg.org/ebooks/21423.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1927,,,,,,Metadata-only role; full-text and edition audit required before activation.,"work first-publication year from a title page, catalog record, or authoritative bibliography"
21425,Le rive della Bormida nel 1794,"Abba, Giuseppe Cesare",1838,1910,it,Fiction,Category: Historical Novels;IT Romanzi,6956,False,Text,https://www.gutenberg.org/ebooks/21425,https://www.gutenberg.org/ebooks/21425.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1910,,,,,,Metadata-only role; full-text and edition audit required before activation.,"work first-publication year from a title page, catalog record, or authoritative bibliography"
22020,L'indomani,Neera,1846,1918,it,Fiction,Category: Novels;IT Romanzi,6938,False,Text,https://www.gutenberg.org/ebooks/22020,https://www.gutenberg.org/ebooks/22020.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1918,,,,,,Metadata-only role; full-text and edition audit required before activation.,"work first-publication year from a title page, catalog record, or authoritative bibliography"
22024,L'olmo e l'edera,"Barrili, Anton Giulio",1836,1908,it,Fiction,Category: Novels;IT Romanzi,6903,False,Text,https://www.gutenberg.org/ebooks/22024,https://www.gutenberg.org/ebooks/22024.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1908,,,,,,Metadata-only role; full-text and edition audit required before activation.,"work first-publication year from a title page, catalog record, or authoritative bibliography"
22025,Costituzione della Repubblica Italiana e Statuti Costituzionali del Regno d'Italia,Anonymous,,,it,Constitutional law -- Italian Republic (1802-1805),Category: History - European;Category: History - Modern (1750+);Category: Law & Criminology;IT Legge,3871,False,Text,https://www.gutenberg.org/ebooks/22025,https://www.gutenberg.org/ebooks/22025.txt.utf-8,date_and_role_review,unknown,review_missing_period_evidence,,one or more authors have no death year,,,,,,Metadata-only role; full-text and edition audit required before activation.,"author/work dates from a title page, catalog record, or authoritative bibliography"
22026,"I demagoghi: O, I misteri di Livorno","Monteverde, Cesare",,,it,Fiction,Category: Novels;IT Romanzi,7188,False,Text,https://www.gutenberg.org/ebooks/22026,https://www.gutenberg.org/ebooks/22026.txt.utf-8,date_and_role_review,unknown,review_missing_period_evidence,,one or more authors have no death year,,,,,,Metadata-only role; full-text and edition audit required before activation.,"author/work dates from a title page, catalog record, or authoritative bibliography"
22499,La crisi: commedia in tre atti,"Praga, Marco",1862,1929,it,Italian drama -- 20th century,Category: Plays/Films/Dramas;IT Teatro in prosa,6556,False,Text,https://www.gutenberg.org/ebooks/22499,https://www.gutenberg.org/ebooks/22499.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1929,,,,,,Metadata-only role; full-text and edition audit required before activation.,"work first-publication year from a title page, catalog record, or authoritative bibliography"
